sku_id,product_name,category,brand,MRP,base_cost,launch_date,mrp_missing,base_cost_missing,mrp_outlier,base_cost_outlier,margin,negative_margin,product_age_months,is_new,is_stale,price_cost_ratio,high_margin,low_margin
P0738,Oil Pro,Home & Kitchen,BrandF,653.36,448.46,2024-10-10,0,0,0,0,204.90000000000003,False,9,False,False,1.4568969361815993,False,False
P0739,Base Lite,Books,BrandA,1713.88,602.155,2021-05-26,0,1,0,0,1111.7250000000001,False,50,False,True,2.8462439072996157,True,False
P0740,Themselves Pro,Electronics,BrandF,258.63,516.31,2023-08-31,0,1,0,0,-257.67999999999995,True,23,False,True,0.5009199899285314,False,True
P0741,Reflect X,Books,BrandD,1191.24,701.76,2023-06-03,0,0,0,0,489.48,False,25,False,True,1.6975034199726402,True,False
P0742,The Plus,Beauty,BrandB,955.77,524.22,2021-07-11,0,0,0,0,431.54999999999995,False,48,False,True,1.8232230742817899,False,False
P0743,toward lite  ,Beauty,BrandD,459.31,238.23,2022-03-11,0,0,0,0,221.08,False,40,False,True,1.9280107459178106,False,False
P0744,Citizen Lite,Beauty,BrandD,190.44,122.55,2021-12-13,0,0,0,0,67.89,False,43,False,True,1.5539779681762547,False,True
P0745,Phone Pro,Apparel,BrandF,893.17,537.63,2021-10-01,0,0,0,0,355.53999999999996,False,45,False,True,1.6613098227405465,False,False
P0746,Individual Max,Sports,BrandF,1489.27,869.2,2021-11-14,0,0,0,0,620.0699999999999,False,44,False,True,1.713380119650253,True,False
P0747,Student Pro,Apparel,BrandF,269.55,143.82,2023-07-14,0,0,0,0,125.73000000000002,False,24,False,True,1.8742177722152693,False,True
P0748,Black Lite,Sports,BrandA,879.9449999999999,217.05,2022-03-04,1,0,0,0,662.895,False,40,False,True,4.054111955770559,True,False
P0749,effect go  ,Home & Kitchen,BrandD,985.64,641.29,2022-07-23,0,0,0,0,344.35,False,36,False,True,1.5369645558171812,False,False
P0750,Notice Go,Beauty,BrandB,963.89,683.21,2023-07-18,0,0,0,0,280.67999999999995,False,24,False,True,1.4108253684811405,False,False
P0751,Former Go,Beauty,No Brand,490.41,401.95,2023-11-15,0,0,0,0,88.46000000000004,False,20,False,True,1.2200771240204007,False,True
P0752,Into Max,Electronics,BrandF,327.33,200.29,2024-10-31,0,0,0,0,127.03999999999999,False,9,False,False,1.6342802935743173,False,True
P0753,A Max,Beauty,BrandA,741.39,420.11,2021-07-19,0,0,0,0,321.28,False,48,False,True,1.7647520887386636,False,False
P0754,Animal Go,Apparel,BrandF,563.4,287.37,2021-10-15,0,0,0,0,276.03,False,45,False,True,1.96053867835891,False,False
P0755,Keep Plus,Beauty,BrandA,517.35,273.99,2023-06-15,0,0,0,0,243.36,False,25,False,True,1.8882075988174751,False,False
P0756,Forget Plus,Books,No Brand,1620.26,997.65,2021-02-26,0,0,0,0,622.61,False,53,False,True,1.6240765799629129,True,False
P0757,Authority Max,Electronics,BrandE,1599.08,930.67,2023-10-23,0,0,0,0,668.41,False,21,False,True,1.7182030150321812,True,False
P0758,apply pro  ,Books,BrandE,1899.56,987.12,2022-05-06,0,0,0,0,912.4399999999999,False,38,False,True,1.924345570953886,True,False
P0759,Morning Plus,Electronics,BrandD,643.83,379.74,2024-05-17,0,0,0,0,264.09000000000003,False,14,False,False,1.6954495180913256,False,False
P0760,Explain Max,Beauty,BrandA,1401.04,835.13,2023-09-18,0,0,0,0,565.91,False,22,False,True,1.6776310275046997,True,False
P0761,Make Plus,Sports,BrandC,333.32,174.77,2023-11-06,0,0,0,0,158.54999999999998,False,20,False,True,1.9071923098930021,False,False
P0762,General Lite,Electronics,BrandA,245.27,169.88,2021-08-03,0,0,0,0,75.39000000000001,False,47,False,True,1.4437838474217095,False,True
P0763,Three Lite,Books,BrandA,1667.37,878.22,2022-03-04,0,0,0,0,789.1499999999999,False,40,False,True,1.8985789437726308,True,False
P0764,Whose Plus,Beauty,BrandA,283.89,203.97,2022-09-20,0,0,0,0,79.91999999999999,False,34,False,True,1.3918223268127665,False,True
P0765,Letter X,Apparel,BrandB,668.6,493.99,2024-05-14,0,0,0,0,174.61,False,14,False,False,1.353468693698253,False,False
P0766,Start Max,Apparel,BrandF,806.28,535.27,2024-11-25,0,0,0,0,271.01,False,8,False,False,1.5063052291366974,False,False
P0767,Help Plus,Electronics,BrandB,844.15,508.91,2024-08-09,0,0,0,0,335.23999999999995,False,11,False,False,1.658741231258965,False,False
P0768,she plus  ,Apparel,BrandE,1226.75,508.515,2024-06-08,0,1,0,0,718.235,False,13,False,False,2.412416546217909,True,False
P0769,Hot Max,Apparel,BrandB,440.05,233.03,2021-08-25,0,0,0,0,207.02,False,47,False,True,1.8883834699394928,False,False
P0770,Will X,Sports,BrandB,1291.54,962.3,2021-09-24,0,0,0,0,329.24,False,46,False,True,1.3421386262080433,False,False
P0771,Full Go,Books,BrandA,516.76,622.03,2023-05-11,0,0,0,0,-105.26999999999998,True,26,False,True,0.8307637895278362,False,True
P0772,Within Max,Sports,BrandA,486.08,335.79,2022-01-04,0,0,0,0,150.28999999999996,False,42,False,True,1.447571398790911,False,False
P0773,administration pro  ,Beauty,BrandB,1508.01,993.03,2022-07-15,0,0,0,0,514.98,False,36,False,True,1.5185946043926166,True,False
P0774,Avoid Plus,Books,BrandA,864.02,677.63,2022-12-13,0,0,0,0,186.39,False,31,False,True,1.275061611794047,False,False
P0775,All Lite,Sports,BrandF,766.03,569.05,2024-02-15,0,0,0,0,196.98000000000002,False,17,False,False,1.3461558738247958,False,False
P0776,Marriage Max,Beauty,BrandD,533.68,392.34,2023-03-04,0,0,0,0,141.33999999999997,False,28,False,True,1.3602487638272927,False,False
P0777,Hundred Max,Sports,BrandB,1175.62,683.53,2024-09-15,0,0,0,0,492.0899999999999,False,10,False,False,1.719924509531403,True,False
P0778,suddenly plus  ,Sports,No Brand,667.66,574.02,2024-04-08,0,1,0,0,93.63999999999999,False,15,False,False,1.1631302045224905,False,True
P0779,Always Plus,Sports,BrandF,1851.51,949.08,2022-07-24,0,0,0,0,902.43,False,36,False,True,1.950847136173979,True,False
P0780,Save Go,Beauty,BrandC,1226.89,892.01,2024-03-27,0,0,0,0,334.8800000000001,False,16,False,False,1.3754218002040337,False,False
P0781,Including Max,Sports,BrandE,1141.09,751.93,2024-05-06,0,0,0,0,389.15999999999997,False,14,False,False,1.5175481760270237,False,False
P0782,Everything X,Beauty,BrandC,216.33,143.43,2023-04-13,0,0,0,0,72.9,False,27,False,True,1.5082618699016943,False,True
P0783,Both Go,Beauty,BrandF,1149.4,713.28,2023-10-28,0,0,0,0,436.1200000000001,False,21,False,True,1.611428891879767,False,False
P0784,Black Plus,Beauty,BrandE,567.02,340.38,2023-04-07,0,0,0,0,226.64,False,27,False,True,1.6658440566425758,False,False
P0785,Choose Go,Home & Kitchen,BrandE,1122.0,906.62,2021-05-25,0,0,0,0,215.38,False,50,False,True,1.2375636981315215,False,False
P0786,smile x  ,Apparel,BrandB,1154.12,821.25,2021-07-19,0,0,0,0,332.8699999999999,False,48,False,True,1.4053211567732113,False,False
P0787,avoid pro  ,Electronics,BrandC,775.98,334.82,2024-11-02,1,0,0,0,441.16,False,8,False,False,2.317603488441551,False,False
P0788,Name X,Sports,BrandA,1508.73,912.87,2021-04-22,0,0,0,0,595.86,False,51,False,True,1.6527325906207895,True,False
P0789,Nation Go,Sports,BrandE,1168.84,894.18,2022-01-27,0,0,0,0,274.65999999999997,False,42,False,True,1.3071641056610526,False,False
P0790,View X,Apparel,BrandE,724.16,501.15,2021-11-12,0,0,0,0,223.01,False,44,False,True,1.4449965080315275,False,False
P0791,Worry Lite,Books,BrandD,250.24,152.79,2022-04-28,0,0,0,0,97.45000000000002,False,39,False,True,1.6378035211728517,False,True
P0792,Material X,Apparel,BrandF,663.43,475.94,2021-12-14,0,0,0,0,187.48999999999995,False,43,False,True,1.3939362104466948,False,False
P0793,Idea Pro,Books,BrandB,879.72,602.155,2023-09-24,0,1,0,0,277.56500000000005,False,22,False,True,1.4609527447251955,False,False
P0794,Until Pro,Beauty,BrandA,1518.78,769.67,2024-05-06,0,0,0,0,749.11,False,14,False,False,1.9732872529785492,True,False
P0795,Commercial Lite,Electronics,No Brand,1371.25,923.85,2023-12-21,0,0,0,0,447.4,False,19,False,True,1.4842777507171077,False,False
P0796,Himself Max,Beauty,BrandB,1473.18,810.73,2022-02-15,0,0,0,0,662.45,False,41,False,True,1.8171031046094261,True,False
P0797,Purpose Lite,Home & Kitchen,BrandF,798.39,370.69,2021-04-23,1,0,0,0,427.7,False,51,False,True,2.153794275540209,False,False
P0798,Security Max,Apparel,BrandA,1461.48,508.515,2022-10-25,0,1,0,0,952.965,False,33,False,True,2.8740155157664966,True,False
P0799,Someone Go,Electronics,BrandF,1392.08,858.16,2024-09-21,0,0,0,0,533.92,False,10,False,False,1.6221683602125478,True,False
P0800,time plus  ,Apparel,BrandE,582.32,453.89,2024-06-22,0,0,0,0,128.43000000000006,False,13,False,False,1.2829540196964024,False,False
P0801,Yard X,Electronics,BrandC,1056.71,787.44,2024-03-11,0,0,0,0,269.27,False,16,False,False,1.341956212536828,False,False
P0802,Heavy Lite,Electronics,BrandC,264.91,155.12,2024-03-16,0,0,0,0,109.79000000000002,False,16,False,False,1.707774626095926,False,True
P0803,Consider Max,Apparel,BrandE,239.03,193.0,2021-02-11,0,0,0,0,46.03,False,53,False,True,1.238497409326425,False,True
P0804,However Max,Books,BrandC,1652.4,897.12,2023-11-06,0,0,0,0,755.2800000000001,False,20,False,True,1.8418940609951846,True,False
P0805,someone lite  ,Sports,BrandC,879.9449999999999,524.28,2023-07-28,1,0,0,0,355.66499999999996,False,24,False,True,1.6783875028610666,False,False
P0806,Answer Lite,Beauty,BrandA,514.3,337.19,2023-08-05,0,0,0,0,177.10999999999996,False,23,False,True,1.5252528248168686,False,False
P0807,Who Go,Apparel,BrandA,485.85,364.71,2021-03-14,0,0,0,0,121.14000000000004,False,52,False,True,1.3321543143867731,False,True
P0808,different lite  ,Apparel,No Brand,364.27,186.1,2023-12-28,0,0,0,0,178.17,False,19,False,True,1.9573885008060183,False,False
P0809,Decade Lite,Apparel,BrandD,1227.34,792.52,2022-06-28,0,0,0,0,434.81999999999994,False,37,False,True,1.5486549235350526,False,False
P0810,Play X,Apparel,BrandD,760.12,395.15,2023-02-16,0,0,0,0,364.97,False,29,False,True,1.9236239402758448,False,False
P0811,Way Go,Electronics,BrandC,462.72,516.31,2024-09-05,0,1,0,0,-53.58999999999992,True,10,False,False,0.8962057678526468,False,True
P0812,Authority Max,Beauty,BrandA,148.88,110.93,2022-11-07,0,0,0,0,37.94999999999999,False,32,False,True,1.3421076354457766,False,True
P0813,Late Lite,Books,BrandF,874.6,696.12,2024-08-31,1,0,0,0,178.48000000000002,False,11,False,False,1.2563925759926449,False,False
P0814,Such Go,Books,BrandC,874.6,602.155,2023-06-19,1,1,0,0,272.44500000000005,False,25,False,True,1.4524499505941162,False,False
P0815,Forward Pro,Beauty,BrandB,1312.34,691.42,2021-06-28,0,0,0,0,620.92,False,49,False,True,1.898035926065199,True,False
P0816,Option Go,Sports,BrandE,1060.01,721.77,2022-11-11,0,0,0,0,338.24,False,32,False,True,1.4686257395015032,False,False
P0817,Remember X,Books,BrandF,874.6,916.15,2024-12-06,1,0,0,0,-41.549999999999955,True,7,False,False,0.9546471647655952,False,True
P0818,Realize X,Home & Kitchen,BrandF,217.97,135.59,2022-05-26,0,0,0,0,82.38,False,38,False,True,1.6075669297145807,False,True
P0819,Institution X,Electronics,BrandF,457.45,351.88,2021-02-04,0,0,0,0,105.57,False,53,False,True,1.3000170512674776,False,True
P0820,Even Go,Home & Kitchen,BrandE,935.6,582.46,2021-01-27,0,0,0,0,353.14,False,54,False,True,1.6062905607252,False,False
P0821,Memory Max,Sports,No Brand,560.19,430.96,2024-05-18,0,0,0,0,129.23000000000008,False,14,False,False,1.2998654167440136,False,False
P0822,Trouble Lite,Apparel,BrandF,822.17,507.61,2023-11-18,0,0,0,0,314.55999999999995,False,20,False,True,1.6196883434132503,False,False
P0823,fear lite  ,Sports,BrandF,581.31,332.3,2021-05-18,0,0,0,0,249.00999999999993,False,50,False,True,1.7493529942822748,False,False
P0824,Population Lite,Books,BrandF,1215.41,883.46,2022-08-02,0,0,0,0,331.95000000000005,False,35,False,True,1.3757385733366536,False,False
P0825,area x  ,Books,BrandF,1299.43,881.93,2023-04-19,0,0,0,0,417.5000000000001,False,27,False,True,1.4733935799893416,False,False
P0826,Direction Max,Books,BrandF,1690.71,997.21,2021-08-26,0,0,0,0,693.5,False,47,False,True,1.6954402783766709,True,False
P0827,brother max  ,Sports,BrandC,879.9449999999999,474.67,2023-05-26,1,0,0,0,405.2749999999999,False,26,False,True,1.8538036951987695,False,False
P0828,Worker Plus,Sports,BrandD,523.1,378.31,2023-11-11,0,0,0,0,144.79000000000002,False,20,False,True,1.3827284502127886,False,False
P0829,Air Go,Home & Kitchen,BrandD,175.25,137.5,2021-03-01,0,0,0,0,37.75,False,52,False,True,1.2745454545454546,False,True
P0830,West Max,Sports,BrandC,686.09,345.77,2024-03-13,0,0,0,0,340.32000000000005,False,16,False,False,1.9842380773346446,False,False
P0831,Radio X,Apparel,BrandE,1699.66,948.08,2024-02-09,0,0,0,0,751.58,False,17,False,False,1.7927390093662983,True,False
P0832,Meeting Max,Apparel,BrandC,282.8,508.515,2024-04-05,0,1,0,0,-225.71499999999997,True,15,False,False,0.5561291210682084,False,True
P0833,himself max  ,Sports,BrandD,482.77,347.32,2022-07-09,0,0,0,0,135.45,False,36,False,True,1.3899861798917426,False,False
P0834,Respond Lite,Home & Kitchen,BrandF,918.12,696.04,2024-05-27,0,0,0,0,222.08000000000004,False,14,False,False,1.319062122866502,False,False
P0835,Always Max,Home & Kitchen,BrandA,576.57,318.51,2021-11-15,0,0,0,0,258.06000000000006,False,44,False,True,1.8102100405010835,False,False
P0836,Range X,Sports,BrandB,570.44,315.0,2023-01-10,0,0,0,0,255.44000000000005,False,30,False,True,1.810920634920635,False,False
P0837,tonight go  ,Books,BrandB,217.7,109.54,2022-09-09,0,0,0,0,108.15999999999998,False,34,False,True,1.987401862333394,False,True
P0838,Air Pro,Apparel,No Brand,673.43,493.25,2021-12-09,0,0,0,0,180.17999999999995,False,43,False,True,1.3652914343639126,False,False
P0839,Ability Lite,Apparel,BrandF,1026.18,508.515,2022-03-31,0,1,0,0,517.6650000000001,False,40,False,True,2.017993569511224,True,False
P0840,Keep Lite,Apparel,BrandD,512.38,302.68,2022-02-10,0,0,0,0,209.7,False,41,False,True,1.6928108893881326,False,False
P0841,Since Plus,Apparel,BrandB,779.99,400.03,2023-06-08,1,0,0,0,379.96000000000004,False,25,False,True,1.949828762842787,False,False
P0842,Buy Lite,Electronics,BrandF,1041.56,795.07,2022-08-08,0,0,0,0,246.4899999999999,False,35,False,True,1.3100230168412843,False,False
P0843,Measure Plus,Beauty,BrandB,1329.04,947.04,2024-10-15,0,0,0,0,382.0,False,9,False,False,1.4033620544010812,False,False
P0844,Everyone Go,Books,BrandC,470.78,358.61,2021-11-20,0,0,0,0,112.16999999999996,False,44,False,True,1.3127910543487353,False,True
P0845,We Go,Home & Kitchen,BrandC,528.59,289.26,2021-09-06,0,0,0,0,239.33000000000004,False,46,False,True,1.8273871257692043,False,False
P0846,Tax Pro,Books,BrandF,919.96,574.12,2021-05-15,0,0,0,0,345.84000000000003,False,50,False,True,1.6023827771197658,False,False
P0847,Wrong Go,Books,No Brand,1263.22,818.36,2028-01-01,0,0,0,0,444.86,False,-30,True,False,1.5435993939097707,False,False
P0848,Nice Plus,Electronics,BrandD,892.81,578.27,2022-05-31,0,0,0,0,314.53999999999996,False,38,False,True,1.54393276497138,False,False
P0849,Tell Lite,Home & Kitchen,BrandD,837.63,504.23,2022-12-08,0,0,0,0,333.4,False,31,False,True,1.6612061955853479,False,False
P0850,Money Go,Home & Kitchen,BrandC,610.96,835.76,2023-09-17,0,0,0,0,-224.79999999999995,True,22,False,True,0.7310232602661052,False,True
P0851,Do Go,Electronics,BrandD,1615.3,866.07,2022-10-31,0,0,0,0,749.2299999999999,False,33,False,True,1.8650917362337915,True,False
P0852,Happy Lite,Sports,BrandF,220.63,149.82,2022-04-17,0,0,0,0,70.81,False,39,False,True,1.472633827259378,False,True
P0853,Mind Lite,Electronics,BrandA,519.23,296.54,2022-02-17,0,0,0,0,222.69,False,41,False,True,1.7509610845079921,False,False
P0854,Project Max,Apparel,No Brand,204.16,253.16,2021-12-03,0,0,0,0,-49.0,True,43,False,True,0.8064465160372887,False,True
P0855,Tough Go,Beauty,BrandA,914.69,738.32,2024-08-25,0,0,0,0,176.37,False,11,False,False,1.2388801603640698,False,False
P0856,Media X,Beauty,BrandD,833.3,487.36,2022-04-04,0,0,0,0,345.93999999999994,False,39,False,True,1.7098243598161522,False,False
P0857,Daughter Lite,Books,BrandC,266.13,141.78,2024-11-08,0,0,0,0,124.35,False,8,False,False,1.8770630554380026,False,True
P0858,Process Go,Beauty,BrandC,1000.66,525.95,2024-07-08,0,0,0,0,474.7099999999999,False,12,False,False,1.9025762905219126,True,False
P0859,Together Max,Apparel,BrandE,1695.15,872.0,2024-09-08,0,0,0,0,823.1500000000001,False,10,False,False,1.9439793577981652,True,False
P0860,That Plus,Books,BrandC,187.71,219.15,2021-01-15,0,0,0,0,-31.439999999999998,True,54,False,True,0.8565366187542779,False,True
P0861,Benefit Lite,Apparel,BrandA,200.2,115.27,2021-02-13,0,0,0,0,84.92999999999999,False,53,False,True,1.7367918799340678,False,True
P0862,Message Max,Home & Kitchen,BrandB,1189.91,817.8,2021-12-12,0,0,0,0,372.1100000000001,False,43,False,True,1.455013450721448,False,False
P0863,Still Max,Apparel,No Brand,180.53,115.37,2022-10-20,0,0,0,0,65.16,False,33,False,True,1.5647915402617665,False,True
P0864,Food X,Apparel,BrandA,803.64,570.67,2022-08-13,0,0,0,0,232.97000000000003,False,35,False,True,1.4082394378537508,False,False
P0865,Very Lite,Home & Kitchen,BrandE,1406.66,541.77,2024-04-20,0,1,0,0,864.8900000000001,False,15,False,False,2.5964154530520336,True,False
P0866,Allow Go,Sports,BrandC,403.33,657.03,2028-01-01,0,0,0,0,-253.7,True,-30,True,False,0.6138684687152793,False,True
P0867,success lite  ,Electronics,BrandA,532.6,379.38,2024-01-01,0,0,0,0,153.22000000000003,False,18,False,False,1.4038694712425537,False,False
P0868,Serve Plus,Electronics,BrandD,1128.98,712.87,2024-04-02,0,0,0,0,416.11,False,15,False,False,1.5837109150335966,False,False
P0869,Those X,Books,BrandD,179.86,105.7,2023-03-23,0,0,0,0,74.16000000000001,False,28,False,True,1.7016083254493852,False,True
P0870,Process Plus,Beauty,BrandA,585.92,340.87,2023-02-14,0,0,0,0,245.04999999999995,False,29,False,True,1.7188957667145832,False,False
P0871,world plus  ,Electronics,BrandA,461.44,558.08,2024-07-15,0,0,0,0,-96.64000000000004,True,12,False,False,0.826834862385321,False,True
P0872,In Go,Apparel,BrandB,1121.37,729.65,2024-11-02,0,0,0,0,391.7199999999999,False,8,False,False,1.5368601384225313,False,False
P0873,expect lite  ,Books,BrandF,307.61,195.03,2023-12-13,0,0,0,0,112.58000000000001,False,19,False,True,1.5772445264831052,False,True
P0874,Season Pro,Books,BrandB,449.46,313.84,2024-09-04,0,0,0,0,135.62,False,10,False,False,1.4321310221769055,False,False
P0875,Weight Go,Sports,BrandB,1354.24,831.28,2022-08-16,0,0,0,0,522.96,False,35,False,True,1.6291021075931096,True,False
P0876,reflect go  ,Books,BrandA,813.01,537.15,2023-11-28,0,0,0,0,275.86,False,20,False,True,1.5135623196500048,False,False
P0877,Someone Pro,Electronics,BrandA,962.3,683.79,2023-07-09,0,0,0,0,278.51,False,24,False,True,1.4073034118662162,False,False
P0878,Thing Max,Home & Kitchen,BrandD,441.15,227.17,2023-12-17,0,0,0,0,213.98,False,19,False,True,1.9419377558656512,False,False
P0879,Social Go,Apparel,BrandB,1071.65,508.515,2024-01-15,0,1,0,0,563.1350000000001,False,18,False,False,2.1074107941751965,True,False
P0880,Huge Plus,Books,BrandD,786.92,449.2,2024-10-10,0,0,0,0,337.71999999999997,False,9,False,False,1.7518254674977738,False,False
P0881,Look X,Apparel,BrandF,933.04,564.24,2022-05-12,0,0,0,0,368.79999999999995,False,38,False,True,1.6536225719551962,False,False
P0882,Miss Lite,Books,BrandB,619.15,324.56,2023-05-04,0,0,0,0,294.59,False,26,False,True,1.9076596006901652,False,False
P0883,support plus  ,Electronics,BrandC,352.76,516.31,2023-09-17,0,1,0,0,-163.54999999999995,True,22,False,True,0.6832329414499042,False,True
P0884,Mother Plus,Sports,BrandF,1361.28,991.15,2024-12-14,0,0,0,0,370.13,False,7,False,False,1.3734348988548655,False,False
P0885,yourself max  ,Home & Kitchen,BrandF,1230.98,699.06,2022-06-27,0,0,0,0,531.9200000000001,False,37,False,True,1.7609075043630018,True,False
P0886,Admit Pro,Books,BrandB,447.03,602.155,2021-09-07,0,1,0,0,-155.125,True,46,False,True,0.742383605550066,False,True
P0887,Put Lite,Apparel,BrandD,779.99,798.05,2024-11-12,1,0,0,0,-18.059999999999945,True,8,False,False,0.97736983898252,False,True
P0888,everything x  ,Home & Kitchen,BrandF,1058.01,627.39,2024-10-10,0,0,0,0,430.62,False,9,False,False,1.6863673313250132,False,False
P0889,director lite  ,Beauty,BrandF,311.37,196.31,2023-10-28,0,0,0,0,115.06,False,21,False,True,1.5861137996026693,False,True
P0890,Director Go,Beauty,BrandE,663.59,393.19,2022-10-29,0,0,0,0,270.40000000000003,False,33,False,True,1.6877082326610546,False,False
P0891,Likely Max,Books,BrandA,1247.46,753.11,2024-01-27,0,0,0,0,494.35,False,18,False,False,1.6564114140032664,True,False
P0892,North Lite,Apparel,BrandC,1711.02,933.13,2023-10-14,0,0,0,0,777.89,False,21,False,True,1.833635184808119,True,False
P0893,Choose X,Apparel,BrandB,667.24,356.79,2022-12-26,0,0,0,0,310.45,False,31,False,True,1.870119678242103,False,False
P0894,Per Lite,Books,BrandD,1323.33,887.11,2024-06-01,0,0,0,0,436.2199999999999,False,13,False,False,1.4917315778201123,False,False
P0895,Throughout Max,Books,BrandA,290.32,150.87,2023-08-13,0,0,0,0,139.45,False,23,False,True,1.924305693643534,False,False
P0896,Teach X,Books,BrandD,690.25,527.87,2022-05-27,0,0,0,0,162.38,False,38,False,True,1.3076136169890313,False,False
P0897,especially x  ,Home & Kitchen,BrandE,460.97,234.22,2024-11-16,0,0,0,0,226.75000000000003,False,8,False,False,1.9681069080351807,False,False
P0898,Minute Go,Sports,BrandA,1188.26,789.54,2022-07-31,0,0,0,0,398.72,False,36,False,True,1.505002913088634,False,False
P0899,Important Lite,Books,No Brand,910.52,515.5,2023-03-26,0,0,0,0,395.02,False,28,False,True,1.7662851600387972,False,False
P0900,Rise Go,Home & Kitchen,BrandC,594.41,484.0,2021-05-01,0,0,0,0,110.40999999999997,False,50,False,True,1.2281198347107438,False,True
P0901,better go  ,Books,BrandF,500.77,338.44,2022-06-18,0,0,0,0,162.32999999999998,False,37,False,True,1.4796418863018554,False,False
P0902,number go  ,Home & Kitchen,BrandD,1509.9,876.17,2022-05-16,0,0,0,0,633.7300000000001,False,38,False,True,1.7232957074540332,True,False
P0903,Actually Max,Sports,BrandF,639.11,574.02,2021-10-11,0,1,0,0,65.09000000000003,False,45,False,True,1.1133932615588307,False,True
P0904,Item Lite,Beauty,No Brand,1362.89,518.76,2021-05-27,0,1,0,0,844.1300000000001,False,50,False,True,2.627207186367492,True,False
P0905,Even Lite,Beauty,BrandC,1739.08,910.8,2021-07-07,0,0,0,0,828.28,False,48,False,True,1.9093983311374616,True,False
P0906,Set X,Beauty,No Brand,717.67,518.76,2023-04-13,0,1,0,0,198.90999999999997,False,27,False,True,1.38343357236487,False,False
P0907,Happy Max,Sports,BrandA,879.9449999999999,260.19,2023-04-06,1,0,0,0,619.7549999999999,False,27,False,True,3.381932433990545,True,False
P0908,For Lite,Sports,BrandA,1834.15,574.02,2022-03-27,0,1,0,0,1260.13,False,40,False,True,3.19527194174419,True,False
P0909,Reflect Max,Beauty,BrandB,1220.46,729.76,2023-10-30,0,0,0,0,490.70000000000005,False,21,False,True,1.672412848059636,True,False
P0910,Group Lite,Books,BrandE,1175.48,648.0,2023-12-04,0,0,0,0,527.48,False,19,False,True,1.8140123456790125,True,False
P0911,Boy X,Books,BrandD,1484.26,996.91,2024-07-14,0,0,0,0,487.35,False,12,False,False,1.4888605791896963,True,False
P0912,Better Go,Beauty,BrandD,760.16,587.11,2021-09-25,0,0,0,0,173.04999999999995,False,46,False,True,1.2947488545587709,False,False
P0913,Create Max,Home & Kitchen,BrandD,798.39,841.96,2021-10-20,1,0,0,0,-43.57000000000005,True,45,False,True,0.9482516984179771,False,True
P0914,While Lite,Apparel,BrandA,1329.49,832.74,2024-11-24,0,0,0,0,496.75,False,8,False,False,1.5965247256046304,True,False
P0915,Require Go,Home & Kitchen,BrandD,359.2,224.52,2024-08-22,0,0,0,0,134.67999999999998,False,11,False,False,1.5998574737217173,False,False
P0916,Difficult Plus,Beauty,No Brand,618.19,383.8,2022-12-18,0,0,0,0,234.39000000000004,False,31,False,True,1.6107087024491924,False,False
P0917,Administration Go,Electronics,BrandD,775.98,646.34,2023-10-26,1,0,0,0,129.64,False,21,False,True,1.20057554847294,False,False
P0918,Mention Go,Sports,BrandC,611.1,339.49,2022-07-05,0,0,0,0,271.61,False,36,False,True,1.8000530207075318,False,False
P0919,site pro  ,Beauty,BrandC,1286.57,647.84,2024-02-04,0,0,0,0,638.7299999999999,False,17,False,False,1.9859378858977523,True,False
P0920,writer lite  ,Home & Kitchen,BrandD,482.21,343.19,2023-04-15,0,0,0,0,139.01999999999998,False,27,False,True,1.4050817331507328,False,False
P0921,Rest Pro,Electronics,BrandC,927.39,507.67,2023-07-03,0,0,0,0,419.71999999999997,False,24,False,True,1.8267575393464257,False,False
P0922,school max  ,Sports,BrandC,1008.63,574.02,2022-09-06,0,1,0,0,434.61,False,34,False,True,1.7571338977735969,False,False
P0923,Often Pro,Books,BrandC,1793.77,925.76,2021-01-30,0,0,0,0,868.01,False,54,False,True,1.9376188212927756,True,False
P0924,Be Lite,Beauty,BrandB,769.895,801.67,2024-08-25,1,0,0,0,-31.774999999999977,True,11,False,False,0.9603639901705191,False,True
P0925,New Max,Electronics,BrandD,300.43,217.44,2024-08-16,0,0,0,0,82.99000000000001,False,11,False,False,1.381668506254599,False,True
P0926,General Lite,Books,BrandD,1207.99,664.6,2022-11-27,0,0,0,0,543.39,False,32,False,True,1.817619620824556,True,False
P0927,Both X,Beauty,BrandD,303.22,518.76,2023-09-19,0,1,0,0,-215.53999999999996,True,22,False,True,0.5845092142802067,False,True
P0928,Common Pro,Home & Kitchen,BrandC,1377.28,711.75,2024-02-09,0,0,0,0,665.53,False,17,False,False,1.9350614682121532,True,False
P0929,Consider X,Apparel,BrandA,468.75,298.02,2024-01-24,0,0,0,0,170.73000000000002,False,18,False,False,1.5728810146970003,False,False
P0930,Want X,Home & Kitchen,BrandC,1156.2,541.77,2024-07-14,0,1,0,0,614.4300000000001,False,12,False,False,2.1341159532643004,True,False
P0931,Really Pro,Beauty,BrandC,1507.87,958.15,2022-02-28,0,0,0,0,549.7199999999999,False,41,False,True,1.5737306267285915,True,False
P0932,Land Pro,Electronics,BrandE,1189.6,876.12,2023-10-28,0,0,0,0,313.4799999999999,False,21,False,True,1.3578048669132081,False,False
P0933,Price Plus,Electronics,No Brand,684.81,383.57,2021-06-07,0,0,0,0,301.23999999999995,False,49,False,True,1.7853586046875407,False,False
P0934,Party Max,Electronics,BrandF,775.98,280.43,2021-08-26,1,0,0,0,495.55,False,47,False,True,2.7671076560995616,True,False
