sku_id,date,competitor_id,competitor_price
P0094,2025-05-03,C003,1879.13
P0441,2025-04-22,C002,1470.45
P0074,2025-06-05,C003,1643.1
P0072,2024-07-15,,1526.52
P0948,2024-09-18,C009,1501.29
P0526,2025-06-12,C002,491.14
P0738,2024-08-14,C010,986.6
P0289,2024-11-14,C010,1365.93
P0277,2025-04-05,C001,2383.57
P0568,2024-11-04,C009,1175.61
P0095,2025-06-08,C005,1298.41
P0818,2025-06-25,C007,2383.94
P0872,2025-02-08,C006,959.39
P0123,2025-01-20,C002,1533.27
P0778,2025-02-04,C001,2194.34
P1049,2024-08-10,C007,1026.02
P0204,2024-11-18,C009,2191.78
P0392,2024-11-06,C001,2004.6
P1218,2024-10-16,C006,
P0618,2024-12-26,C008,1191.71
P1210,2024-12-27,C005,2373.63
P0730,2024-12-31,C004,860.48
P0417,2025-07-05,C003,496.07
P0425,2024-09-13,C001,1187.35
P0245,2024-07-11,C006,1252.52
P1195,2024-08-22,C010,2420.85
P0512,2025-01-21,C008,2056.14
P1452,2024-11-19,C004,795.95
P0547,2025-01-13,C001,598.91
P1348,2024-11-17,C003,1739.59
P0975,2025-06-20,C002,2484.14
P0369,2024-11-19,C001,2075.98
P0639,,C005,1734.53
P0842,2024-11-27,C008,535.97
P1083,2024-07-09,C006,742.92
P0867,2024-11-04,C003,1607.17
P0470,2025-05-11,C007,536.93
P0443,2024-08-19,C003,1353.37
P1226,2025-04-29,C006,2261.66
P1156,2025-04-17,C003,1294.52
P0322,2024-11-29,C005,332.73
P0662,2024-09-16,C001,2294.75
P0796,2024-09-10,C005,301.03
P0482,2024-09-19,C005,2454.31
P0393,2024-11-02,C010,2340.1
P0184,2024-10-28,C001,1982.71
P0229,2024-09-02,C009,1779.77
P0045,2024-08-28,C010,2455.65
P1103,2024-10-25,C006,909.64
P0884,2025-03-25,C007,2233.73
P0296,2024-11-06,C002,1845.87
P1320,,C009,1877.92
P0577,2024-11-21,C009,562.86
P1132,2025-04-21,C009,540.59
P0843,2025-06-13,C007,1243.1
P0568,2025-01-17,C008,516.95
P0957,2025-03-04,C006,1085.65
P0966,2025-02-12,C010,378.63
P1421,2024-07-15,C006,1000.71
P0784,2024-11-29,C001,2097.69
P0167,2024-07-17,C006,2018.7
P0824,2024-11-29,C006,1801.41
P0445,2025-06-18,C009,1266.58
P0744,2024-09-20,C004,2085.1
P1223,2025-05-02,C006,786.73
P1053,2024-12-02,C006,1965.1
P0967,2024-11-16,C008,1198.04
P0351,2024-12-18,C001,2218.42
P1463,2025-06-26,C009,1523.45
P0486,2024-11-13,C003,852.97
P1239,2024-11-14,C008,1761.0
P1150,2025-01-17,C002,1033.41
P0982,2025-06-10,C010,
P0141,2025-02-04,C005,1599.62
P0789,2025-03-11,C009,1206.41
P0697,2024-09-30,C003,2067.01
P0615,2025-02-24,C004,1132.56
P0685,2024-09-22,C008,2210.51
P0050,2024-12-08,C006,894.2
P1104,2025-06-04,C007,1704.6
P0159,2025-02-24,C008,626.07
P1495,2024-09-24,C006,2031.37
P1457,2025-03-01,C008,1053.04
P0632,2025-04-03,C009,334.37
P0221,2025-04-28,C007,340.82
P1203,2024-12-18,C009,832.09
P0214,2024-08-25,C010,377.03
P0846,2025-02-12,C005,2407.14
P0617,2024-12-12,C007,2004.38
P0194,2024-12-24,C003,1023.53
P0090,2025-06-30,C006,1739.66
P1080,2024-09-10,C007,2006.07
P0452,2025-01-24,C008,1883.38
P1283,2024-07-14,C008,2349.73
P1403,2025-02-23,C005,1886.69
P1316,2024-08-04,C005,1871.53
P1494,2024-12-20,C001,1816.16
P1240,2024-07-19,C007,429.48
P0577,2025-06-24,C001,1601.27
P0209,2024-08-10,C010,2326.2
P1496,2024-10-19,C006,2401.96
P0443,2025-03-29,C002,1007.28
P0384,2024-10-29,C008,937.89
P0962,2024-11-18,C009,994.01
P0891,2024-08-07,C005,603.63
P0454,2024-12-20,C007,1205.46
P1415,,C007,480.05
P1242,2025-05-09,C007,1864.42
P0768,2024-09-11,C007,1971.55
P0722,2025-07-01,C007,1281.02
P0441,2024-09-01,C003,1913.62
P0713,2024-09-29,C009,857.12
P0494,2025-06-15,C007,1767.33
P0755,2025-06-07,C007,1422.76
P0640,2025-02-18,C009,1151.28
P0269,2025-07-03,C003,1778.17
P1485,2025-06-23,C003,1824.83
P0996,2024-09-02,C009,1378.69
P1015,2024-10-28,C010,918.68
P0554,2024-10-26,C003,766.2
P0817,2024-12-23,C006,2059.13
P0234,2024-12-13,C002,779.28
P0971,2025-04-13,C007,1012.34
P0367,2025-05-25,C005,2479.7
P0760,2025-03-16,C003,1129.23
P0455,2025-02-03,C004,1776.0
P0691,2025-07-06,C005,1039.86
P0656,2025-04-14,C009,2162.74
P0282,2024-08-22,C003,1643.16
P1400,2025-05-16,C007,893.31
P0931,2024-07-13,C003,2040.14
P0215,2025-05-13,C002,421.79
P1448,2024-12-11,C004,523.72
P1498,2024-08-11,C002,568.04
P0127,2025-05-04,C008,1228.63
P0041,2024-08-17,C010,885.03
P0893,2024-09-08,C008,623.63
P0517,2025-04-19,C008,1362.82
P0105,2025-06-15,C010,
BROKEN_SKU,2025-04-12,C007,1862.44
P0204,2025-05-12,C003,880.13
P1088,2024-09-22,C002,342.84
P1383,2024-09-20,C005,1828.83
P0342,2024-12-18,C005,915.47
P0339,2025-03-23,C006,
P0091,2025-02-02,C001,2010.67
P1429,2024-09-15,C004,1162.85
P1233,2025-02-28,C005,1843.07
P1311,2025-05-26,C004,1116.06
P0569,2024-09-11,C008,903.94
P0514,2024-12-05,C002,978.18
P1342,2024-09-21,C005,2338.33
P0680,2024-09-23,C005,1980.45
P0337,2024-08-21,C003,1453.97
P0223,2024-10-25,C004,1847.93
P0156,2025-04-21,C010,2280.98
P0809,2024-09-28,C006,1459.39
P0472,2025-05-18,C001,654.49
P0038,2025-03-06,C004,2468.94
P0670,2024-10-30,C002,2296.35
P0405,2025-05-25,C010,1365.38
P1325,2025-02-22,C001,1838.48
P1297,2024-11-28,C004,954.22
P1178,2024-08-11,C003,869.23
P1350,2025-05-15,C010,2096.96
P1329,2025-06-07,C005,2355.0
P0707,2024-09-24,C003,878.54
P0433,2024-07-31,C008,1563.47
P0467,2025-04-27,C002,2421.97
P0427,2024-09-12,C010,812.53
P0742,2025-01-01,C008,818.09
P1004,2024-08-09,C009,912.17
P1382,2025-03-09,C005,1801.68
P1107,2024-09-26,C001,411.46
P0811,2025-06-16,C009,1814.29
P0035,2025-04-05,C010,911.95
P0569,2024-07-14,C004,1320.24
P0449,2025-05-29,C002,873.88
P0575,2024-08-21,C003,685.04
P0906,2024-12-28,C005,519.11
P0808,2024-07-28,C009,1262.6
P0709,2025-05-23,C002,1634.82
P1345,2024-07-28,C004,1190.88
P0475,2025-01-29,C008,953.33
P1046,2025-02-05,C007,1592.79
P0228,2025-01-04,C002,629.8
P0106,2025-04-02,C003,610.73
P0413,2024-08-01,C005,1623.79
P1275,2025-06-13,C007,1246.88
P1494,2024-12-18,C009,1331.36
P1164,2024-07-31,C010,2423.53
P0868,2024-07-18,C009,1154.64
P1182,2024-12-02,C004,2048.09
P0439,2025-03-22,C004,2495.54
P0569,2024-09-24,C006,1515.17
P0692,2025-06-08,C009,814.45
P0420,2024-10-30,C010,550.07
P0435,2024-10-17,C008,2467.55
P0207,2024-07-18,C010,1930.9
P0505,2024-11-15,C007,662.09
P0595,2025-05-02,C009,698.73
P1167,2024-11-26,C010,1032.13
P0628,2025-02-02,C007,485.3
P0089,2024-10-01,C004,1932.62
P0905,2024-11-20,C009,2366.26
P0968,2025-06-30,C005,1170.86
P1450,2025-05-07,C004,
P1202,2024-12-31,C008,2039.56
P0099,2025-04-15,C010,381.6
P1116,2025-03-22,C007,1365.16
P1430,2025-05-20,C010,1839.45
P0138,2024-10-25,C005,918.19
P0877,2024-12-27,C002,1232.75
P0468,2024-07-13,C001,1601.74
P1248,2025-06-08,C002,618.13
P1097,2025-05-04,C004,1318.5
P0294,2024-08-02,C001,1013.75
P0057,2024-12-19,C010,804.25
P0614,2025-06-27,C010,1489.86
P1384,2024-12-08,C005,1747.0
P1190,2025-06-10,C004,567.87
P0431,2024-10-07,C008,630.73
P0258,2025-01-10,C008,1611.21
P0805,2025-04-12,C002,509.72
P0570,2024-12-20,C003,1033.58
P1377,2024-11-20,C006,2375.72
P0201,2025-07-07,C003,1916.96
P1162,2025-01-17,C004,1849.15
P1374,2025-06-17,C005,1593.8
P1037,2025-01-09,C001,378.27
P0364,2024-10-15,C003,522.07
P1230,2025-01-30,C001,2006.4
P0341,2025-05-11,C004,891.03
P1423,2025-03-25,C006,1101.18
P0096,2024-10-18,C010,1863.24
P0668,2024-07-24,C010,886.33
P1340,2024-10-15,C004,1447.4
P0212,2025-03-17,C009,2186.0
P1453,2025-06-28,C008,2270.11
P0372,2024-12-06,C003,1233.22
P0487,2024-12-22,C008,2302.79
P0723,2025-06-16,C006,
P0831,2024-09-01,C010,1879.0
P1467,2024-10-22,C010,611.99
P1332,2024-11-07,C006,1769.18
P0247,2024-10-31,C003,2195.81
P1451,2024-12-16,C006,305.33
P0243,2024-10-02,C005,2330.46
P1082,2025-05-17,C003,763.77
P1488,2025-05-06,C008,1670.04
P0839,2024-07-15,C010,2229.71
P0921,2024-07-24,C006,1064.87
P0726,2025-06-21,C008,399.45
P0029,2024-07-30,C003,1950.9
P1304,2024-10-24,C002,422.21
P1080,2025-04-18,C003,1184.4
P0830,2025-05-28,C005,895.57
BROKEN_SKU,2024-12-01,C004,1123.28
P0857,2024-07-29,C008,2417.95
P0010,2025-06-20,C009,2400.59
P1208,2025-01-09,C004,1672.24
P0073,2024-09-23,C002,2185.94
P1168,2025-02-16,C010,309.72
P0148,2025-02-16,C010,993.53
P0929,2025-06-04,C001,1538.61
P0422,2025-03-25,C007,2199.18
P0866,2025-03-10,C009,523.65
P0525,2024-08-15,C007,374.46
P0207,2025-05-02,C003,394.05
P0094,2025-02-27,C002,2479.56
P1377,2024-11-09,C004,615.52
P0505,2024-10-18,C010,1674.1
P1302,2025-02-28,C009,1025.97
P1244,2024-09-25,C010,624.83
P0275,2025-04-15,C005,1489.39
BROKEN_SKU,2025-04-12,C002,1179.95
P0055,2025-04-06,C005,770.25
P1160,2025-06-21,C002,1762.83
P0638,2025-01-10,C005,701.66
P0708,2025-03-18,C009,2031.03
P0552,2024-11-02,C004,1037.81
P0230,2025-06-18,C010,1124.69
P1438,2025-01-25,C007,1679.82
P1034,2024-09-29,C003,542.72
P0808,2024-12-20,C006,470.49
P0862,2024-09-24,C001,2177.7
P1039,2025-05-10,C004,409.9
P1249,2024-12-04,C003,1627.22
P0060,2024-11-01,C008,690.93
P1143,2025-06-01,C001,1407.21
P1225,2024-10-23,C007,2228.66
P0015,2024-12-17,C009,656.52
P0812,2024-12-06,C006,1044.54
P0436,2025-04-06,C010,1294.71
P0381,2024-08-07,C009,1015.57
P1452,2025-01-30,C001,1887.01
P0164,2025-02-17,C010,1036.78
P0946,2025-03-17,C006,1252.17
P1114,2024-09-23,C007,320.63
P1145,2025-02-12,C010,1313.15
P0270,2024-09-17,C002,869.96
P0028,2024-08-25,C003,1322.31
P0287,2025-01-15,C010,1370.01
P1011,2024-08-06,C001,1562.42
P0922,2025-06-13,C005,2039.22
P1286,2024-11-06,C001,1938.59
P0863,2024-11-24,C007,2074.03
P1422,2025-04-17,C007,507.95
P0629,2024-10-30,C005,2427.76
P0789,2025-01-19,C007,1604.6
P0259,2025-04-02,C006,481.22
P0951,2024-09-07,C009,1292.09
P1398,2024-10-01,C003,2069.46
P1195,2025-04-24,C005,559.44
P0265,2025-03-27,C002,2223.77
P0560,2025-05-03,C004,520.38
P1431,2025-07-07,C002,627.03
P0889,2024-10-07,C005,2462.23
P1146,2025-05-10,C010,2158.7
P0980,2024-11-18,C008,954.07
P0957,2024-11-16,C004,589.68
P1423,2024-08-31,C006,678.12
P0102,2025-05-20,C002,1853.83
P0598,2024-10-23,C001,2240.56
P0003,2025-05-25,C005,2383.72
P0097,2024-11-15,C010,1559.35
P0121,2025-04-10,C003,1913.55
P0492,2024-11-22,C006,586.53
P0171,2025-01-17,C010,1278.56
P0780,2024-12-05,C008,1555.65
P1443,2024-10-01,C005,1280.4
P0400,2025-02-21,C003,2028.69
P0339,2024-07-27,C002,2459.24
P0294,2024-07-23,C009,393.13
P1095,2025-03-02,C001,2375.69
P0164,2025-01-09,C009,2064.16
P0360,2025-03-02,C007,1873.51
P0544,2024-09-29,C009,773.68
P1035,2025-01-05,C009,1764.48
P0901,2025-03-08,C001,1599.34
P0942,2024-12-09,C004,2075.49
P0364,2025-05-19,C010,1824.45
P1001,2025-07-06,C004,1676.34
P0247,2024-10-29,C007,
P0927,2024-10-11,C009,1428.84
P0615,2024-12-14,C001,2313.53
P1040,2024-08-28,C010,570.23
P0376,2024-07-21,C003,758.06
P1273,2024-10-30,C004,2183.17
P0202,2025-07-04,C007,1378.8
P0292,2025-03-18,C002,991.83
P0609,2024-12-25,C009,1271.15
P0885,2024-12-11,C003,2096.65
P0583,2025-01-07,C003,2387.02
P0714,2025-04-29,C005,2119.71
P0780,2025-06-16,C009,1146.63
P0020,2025-07-06,C007,1937.48
P1086,2025-02-26,C009,415.04
P0601,2025-05-19,C009,1413.13
P0871,2024-10-07,C002,614.82
P0751,2024-10-26,C005,1531.22
P0537,2025-06-23,C004,1270.1
P1016,2024-12-27,C005,818.19
P0672,2025-02-09,C001,2231.05
P0013,2024-11-04,C001,745.21
P0793,2024-10-23,C005,1830.69
P0209,2024-08-20,C010,2235.87
P0715,2024-11-21,C005,2416.82
P0147,2025-06-15,C002,1389.02
P1296,2024-11-24,C005,1834.25
P0915,2024-07-28,C007,2278.64
P0463,2025-02-24,C002,2195.97
P0123,2025-04-04,C002,1624.48
P0263,2025-04-03,C010,1485.39
P0498,2024-10-17,C005,1233.72
P0980,2024-07-09,C007,1205.95
P0267,2025-03-13,C004,503.97
P0957,2025-02-22,C004,823.41
P0308,2024-09-22,C003,1145.48
P0126,2025-03-14,C009,1223.6
P0484,2024-09-16,C001,1311.84
P1468,2025-01-18,C009,1870.64
P0527,2024-12-15,C004,1444.15
P1299,2025-03-10,C006,
P0657,2024-08-31,C003,965.86
P1137,2025-03-09,C001,855.46
P0183,2024-07-18,C007,539.75
P0668,2024-07-18,C003,1321.55
P1242,2024-08-11,C001,1920.84
P0016,2025-06-30,C004,2145.25
P0817,2024-12-10,C006,1021.92
P0935,2024-11-09,C007,2215.83
P0321,2024-12-20,C006,384.69
P0678,2025-02-17,C007,806.92
P0483,2024-10-24,C006,1538.85
P0206,2024-11-02,C002,788.34
P0228,2024-09-06,C007,1674.99
P1144,2025-01-02,C008,303.68
P0807,2025-06-27,C004,2334.22
P0577,2024-12-17,C006,1713.56
P0490,2025-01-23,C005,1873.89
P1370,2025-03-19,C005,806.16
P0849,2025-03-31,C007,1817.44
P1108,2025-01-27,C007,1812.74
P0189,2024-11-05,C007,1332.6
P1046,2025-01-18,C001,1656.91
P1032,2024-08-08,C001,316.97
P1001,2025-01-20,C010,624.99
P1313,2025-01-06,C002,728.3
P0427,2024-12-19,C003,1417.66
P1114,2024-08-13,C009,1613.17
BROKEN_SKU,2025-04-19,C001,417.33
P0160,2024-11-30,C008,1331.48
P1145,2025-01-23,C005,1269.56
P0839,2024-09-08,C003,2152.46
P1257,2025-03-25,C007,757.69
P0781,2024-09-08,C001,501.14
P0804,2025-01-04,C006,651.76
P0789,2024-09-29,C009,497.97
P0636,2025-05-27,C008,356.04
P0557,2025-01-24,C004,1327.38
P0736,2024-07-13,C003,1720.19
P0058,2024-11-07,C004,2378.38
P0128,2024-10-22,C007,1752.95
P0295,2024-08-03,C002,1609.59
P0289,2024-09-13,C009,1433.59
P0270,2025-01-15,C004,1823.51
P1284,2024-07-23,C005,2305.48
P0979,2025-06-26,C005,642.65
P0544,2025-01-05,C001,2484.09
P1099,2025-05-09,C009,947.67
P0776,2025-05-04,C005,610.35
P0182,2024-12-12,C005,1881.33
P1101,2024-08-19,C007,326.5
P0240,2025-06-29,C006,
P0858,2025-04-01,C002,1498.78
P0546,2025-01-25,C008,1958.03
P0547,2024-12-02,C001,773.59
P0944,2024-11-06,C007,1988.65
P1380,2024-12-09,C010,1285.39
P0691,2025-03-06,C002,777.15
P1475,2024-11-25,C001,920.8
P1070,2024-10-05,C004,1338.06
P0937,2025-03-26,C005,1230.01
P0846,2025-04-27,C001,1972.88
P0394,2024-12-05,C003,980.11
P0290,2025-06-16,C008,1650.94
P0782,2025-04-10,C005,835.5
P1034,2024-12-14,C001,1840.35
P0822,2025-01-19,C001,364.97
P0894,2025-06-10,C001,2152.46
P1297,2025-04-22,C005,1976.2
P0462,2025-01-22,C008,1273.24
P1422,2025-04-28,C006,1782.85
P1386,2025-03-10,C001,844.67
P0932,2024-10-20,C007,538.58
P0508,2025-07-03,C001,1984.18
P1476,2024-07-16,C007,1216.63
P0500,2024-07-23,C009,1104.69
P0746,2025-03-20,C009,682.11
P0228,2025-06-04,C007,2357.16
P0933,2025-02-26,C004,1022.69
P0002,2025-06-13,C002,605.88
P1435,2025-05-18,C005,1666.28
P1421,2024-12-11,C006,1039.05
P0041,2025-07-02,C010,1094.35
P0819,2024-09-26,C009,1242.29
P0465,2024-12-31,C006,2111.02
P0639,2025-02-14,C005,2342.85
P1324,2025-06-02,C006,560.66
P0585,,C010,447.99
P1257,2024-07-27,C008,2308.94
P0018,2025-06-27,C008,1066.31
P0419,2025-04-09,C005,329.91
P1229,2024-07-08,C003,1607.98
P0700,2025-05-31,C001,1096.93
P0616,2024-11-17,C005,2273.77
P1165,2024-08-05,C008,1782.8
P1354,2024-07-18,C008,1397.39
P1456,2025-02-28,C006,879.76
P1084,2024-07-17,C006,1291.29
P0274,2024-12-23,C003,2223.29
P0572,2025-05-25,C010,1415.46
P0898,2024-12-07,C002,1873.12
P0711,2025-01-14,C010,1666.77
P1222,2025-01-11,C006,1415.76
P0948,2024-12-14,C009,1709.49
P1345,2025-05-19,C007,341.97
P0280,2024-09-16,C003,1108.87
P0159,2024-11-21,C007,391.66
P0089,2025-01-12,C009,1450.79
P0050,2024-07-14,C007,2265.02
P1373,2025-01-07,C010,850.19
P1273,2024-08-19,C005,1283.68
P1095,2025-02-07,C006,2271.33
P0590,2024-11-22,C002,434.65
P1241,2024-12-27,C009,820.28
P1243,2025-03-27,C004,2327.49
P0180,2024-09-21,C006,1757.85
P0790,2025-02-05,C001,713.14
P0167,2025-06-17,C001,1244.23
P0544,2025-05-28,C009,1467.43
P1186,2025-01-10,C003,2453.81
P1249,2025-06-11,C006,781.37
P0242,2025-04-22,C009,2287.16
P1170,2025-01-06,C007,620.76
P1276,2024-11-11,C008,761.34
P0141,2024-07-10,C008,1198.54
P0528,2024-11-18,C008,301.6
P1274,2025-04-06,C004,1886.56
P0449,2025-03-09,C008,2374.44
P1344,2024-08-20,C007,2340.39
P1443,2024-08-19,C009,2444.17
P0265,2024-09-08,C003,1918.77
P0273,2024-09-17,C007,1040.54
P0152,2025-01-04,C002,1443.73
P1490,2025-03-08,C004,1859.08
P0273,2025-06-13,C001,1423.75
P0581,2024-11-17,C001,2433.23
P0256,2024-07-31,C004,1260.6
P0090,2024-07-21,C010,1635.71
P1012,2025-02-27,C006,1004.86
P1399,2025-06-21,C010,559.5
P0755,2024-12-26,C001,1844.77
P0416,2025-03-11,C001,505.56
P0045,2024-08-08,C010,1382.89
P1327,2024-12-30,C002,792.25
P1205,2024-09-28,C007,1802.01
P0488,2025-02-20,C001,1318.79
P1449,2024-10-19,C002,743.74
P1276,2025-02-09,C004,879.8
P0957,2024-12-29,C006,2105.75
P1136,2024-12-29,C004,711.01
P0503,2025-01-31,C008,2370.11
P0858,2025-04-24,C002,628.71
P0234,2024-12-21,C010,670.79
P1000,2025-02-23,C001,
P0530,2025-03-04,C006,419.42
P0885,2024-09-10,C009,879.82
P1453,2024-10-24,C003,1647.12
P0594,2024-09-30,C001,420.35
P0206,2025-06-27,C006,522.77
P0704,2024-08-03,C005,2238.95
P1110,2024-11-18,C007,2298.39
P0128,2024-11-26,C005,2086.59
P0374,2025-05-09,C003,1808.34
P1132,2025-04-19,C003,1724.34
P0203,2024-10-12,C006,1636.89
P1298,2025-01-24,C004,2263.66
P1202,2024-09-01,C007,513.0
P1436,2024-10-31,C001,2301.44
P1062,2024-12-28,C005,2304.87
P0118,2024-08-05,C003,419.47
P0345,2025-01-31,C007,327.97
P0627,2024-07-09,C002,983.95
P0961,2024-10-23,C010,1015.28
P0423,2024-08-06,C006,332.96
P0663,2025-04-16,C007,2028.83
P1496,2025-05-07,C001,1130.5
P0469,2024-11-26,C006,1299.53
P1073,2024-10-24,C007,1318.16
P1228,2024-10-02,C001,1369.02
P0295,2024-07-30,C004,1341.25
P0374,2024-11-01,C002,2381.88
P0089,2024-12-13,C007,2071.61
P0612,2024-09-10,C002,305.49
P1059,2025-06-17,,
P1240,2025-03-08,C005,844.2
P0096,2025-06-27,C010,1347.67
P0319,2024-10-05,C006,1364.27
P1370,2025-06-13,C008,384.88
P0279,2024-07-26,C008,605.2
P1476,2024-08-25,C002,1236.03
P1294,2024-10-23,C010,1015.87
P0973,2024-12-22,C001,1084.44
P0195,2024-09-18,C006,1231.42
P0202,2025-05-20,C003,909.8
P0606,2024-10-11,C002,952.29
P0248,2025-01-22,C009,1275.78
P1378,2025-06-21,C010,1929.17
P1488,2024-08-02,C008,1058.5
P0797,2024-09-21,C005,1915.42
P1380,2024-09-18,C003,590.38
P0701,2024-09-27,C007,865.69
P1480,2024-12-03,C001,941.86
P1443,2025-05-05,C005,1585.1
P0663,2024-08-26,C003,1685.26
P0829,2025-05-02,C004,722.02
P0474,2024-07-28,C009,1638.99
P1256,2024-10-02,C009,2453.43
P0637,2025-05-13,C007,2419.45
P0769,2025-06-13,C005,1917.49
P0971,2025-07-07,C007,1386.99
P1159,2024-12-05,C003,1485.52
P0261,2024-10-11,C007,1123.14
P0170,2024-09-22,C006,2041.99
P1439,2025-02-18,C009,1347.22
P0966,2025-05-22,C002,1736.45
P0479,2024-07-20,C008,384.17
P0321,2025-02-25,C010,1678.98
P0422,2024-09-21,C005,2372.59
P1116,2025-06-27,C007,1858.87
P1107,2024-10-03,C010,1862.69
P0241,2025-06-16,C007,482.49
P0134,2025-02-25,C006,619.01
P1251,2025-04-21,C004,1438.68
P0945,2024-12-19,C003,536.46
P0580,2025-05-06,C002,2414.71
P0955,2025-06-14,C004,2245.47
P0660,2024-09-01,C004,2078.75
P0469,2024-09-08,C006,2049.0
P1213,2025-03-02,C005,2457.27
P1242,2025-06-02,C004,1309.24
P1115,2024-07-18,C008,1000.87
P1061,2024-08-29,C005,664.86
P0396,2024-08-06,C003,1765.04
P1204,2025-02-18,C001,478.71
P0104,2025-03-18,C007,1334.36
P0379,2024-09-25,C008,2315.23
P0882,2025-01-17,C006,1178.72
P0617,2025-04-04,C002,1744.99
P0566,2024-09-24,C006,2382.25
P0299,2024-07-17,C007,1032.76
P1270,2025-06-13,C010,1361.52
P0725,2024-12-20,C002,1411.17
P0523,2024-09-13,C009,2368.26
P0808,2025-01-05,C005,1193.59
P0291,2025-06-10,C005,1304.12
P0910,2025-06-28,C010,1374.33
P0870,2025-03-08,C006,475.03
P1276,2025-03-26,C008,1705.95
P0399,2025-06-30,C004,2320.35
P1294,2025-04-23,C003,1339.0
P0140,2025-02-12,C001,522.96
P0254,2025-04-04,C007,1161.07
P0326,2025-01-03,C002,1407.68
P0827,2024-10-12,C006,448.08
P0548,2025-04-07,C008,2432.74
P0064,2024-10-03,C007,2272.08
P1284,2025-03-06,C001,1751.38
P1300,2025-02-06,C008,1975.11
P0147,2025-03-30,C010,557.19
P0688,2024-10-31,C006,2105.14
P0135,2024-11-01,C010,1232.57
P0946,2025-02-20,C010,2275.24
P0781,2024-10-21,C008,1860.16
P0053,2024-08-28,C001,2358.63
P1258,2024-11-07,C004,985.85
P1360,2024-08-17,C006,1875.34
P1301,2025-04-10,C007,1504.53
P1197,2024-10-27,C008,1011.55
P1062,2025-04-10,C006,2344.64
P1301,2025-03-16,C003,358.4
P0657,2025-03-28,C004,2414.59
P0581,2024-10-08,C010,1905.53
P1006,2025-02-13,C004,2033.02
P1176,2024-08-12,C004,619.95
P0682,2025-05-18,C007,1815.66
P0388,2025-02-09,C008,1468.39
P0629,2024-08-07,C006,914.74
P0959,2025-06-22,C004,1327.9
P0427,2025-04-29,C005,1476.65
P1381,2025-01-30,C005,1282.8
P0349,2025-04-21,C008,1911.74
P1031,2025-05-06,C010,1023.07
P0580,2025-05-06,C002,1003.48
P0678,2024-08-23,C010,678.81
P0151,2025-03-23,C007,1129.57
P1437,2024-08-16,C009,2154.77
P1028,2025-06-03,C009,1220.37
P0867,2024-07-12,C001,1252.38
P0744,2025-06-26,C008,382.31
P1176,2025-03-30,C007,1811.72
P0399,2025-02-28,C002,1019.0
P0378,2024-11-10,C009,668.4
P0587,2025-06-21,C009,777.96
P0246,2025-05-22,C008,1144.92
P0923,2025-05-16,C010,1696.6
P0272,2024-08-02,C007,1949.69
BROKEN_SKU,2024-08-05,C008,1242.52
P0869,2025-02-08,C006,2060.25
P1405,2024-12-06,C002,1816.22
P1226,2024-12-12,C002,2168.23
P0626,2025-05-30,C003,2392.55
P0609,2025-05-28,C010,642.61
P0488,2024-12-28,C010,2031.24
P0455,2025-04-17,C008,1361.54
P1219,2025-02-21,C004,1136.5
P0854,2024-12-15,C003,948.61
P0951,2024-09-22,C003,1693.51
P0533,2024-08-23,C003,2025.88
P0557,2025-05-26,C003,710.36
P0310,2025-03-03,C008,442.93
P1055,2024-12-12,C004,1588.79
P0676,2025-05-19,C002,2083.25
P0361,2025-05-16,C002,1295.65
P0126,2025-05-01,C007,426.68
P0867,2025-02-25,C001,686.93
P0747,2025-02-11,C002,1523.29
P0927,2025-02-27,C003,2272.08
P0120,2025-06-08,C003,1336.41
P0738,2024-12-27,C005,2024.03
P0801,2024-10-10,C009,2285.42
P0748,2025-01-23,C001,2476.48
P1005,2024-08-30,C001,607.41
P0057,2024-09-25,C006,1584.94
P1481,2025-01-17,C006,2400.06
P0252,2024-07-27,C010,2238.18
P0908,2025-05-26,C001,1891.87
P0221,2024-08-05,C005,1691.03
P1203,2024-08-10,C008,987.68
P1221,2025-06-25,C009,1221.76
P0476,2024-12-16,C006,
P1021,2024-12-13,C008,2132.46
P1060,2025-03-05,C003,600.84
P0076,2025-05-31,C004,409.94
P1434,2024-12-18,C004,1482.21
P0329,2025-04-27,C010,1734.83
P1250,2024-12-26,C004,326.72
P1025,2024-07-25,C008,1932.74
P1351,2024-12-26,C010,2404.24
P1152,2024-07-23,C007,914.62
P0232,2024-12-07,C009,655.44
P0281,2025-05-09,C002,1900.21
P0079,2025-03-18,C009,1611.54
P0495,2025-01-06,C009,2149.72
P1275,2025-03-18,C009,300.33
P0164,2025-06-28,C010,1728.32
P0418,2024-11-23,C009,1364.43
P1018,2024-11-04,C004,615.95
P0978,2025-05-13,C008,
P0489,2024-07-24,C009,2101.44
P0564,2024-09-29,C007,929.76
P1394,2024-12-22,C007,1416.73
P0032,2024-11-08,C003,2120.47
P0470,2024-09-28,C003,995.84
P0009,2024-11-14,C005,1636.97
P1158,2025-02-16,C001,2146.82
P1307,2024-11-13,C004,2248.96
P1459,2024-08-31,C010,735.52
P0605,2025-06-23,C009,728.29
P0895,2024-12-05,C009,487.59
P1469,2024-11-09,C010,438.31
P0222,2025-05-03,C003,1934.24
P0841,2025-05-16,C001,996.01
P1211,2024-09-02,C008,1981.8
P1156,2024-08-22,C005,1753.14
P0477,2024-11-07,C005,1281.51
P0224,2025-03-04,C010,469.8
P0444,2025-06-18,C010,1593.84
