sku_id,date,stock_level,restock_flag,supplier_lead_time
P0584,2024-08-18,88,0.0,4.0
P0794,2025-04-02,95,0.0,10.0
P0146,2024-06-08,52,0.0,8.0
P0464,2023-09-18,43,0.0,8.0
P1159,2024-11-04,52,0.0,11.0
P0037,2024-01-15,72,0.0,8.0
P0660,2024-08-09,18,1.0,1.0
P1146,2025-02-17,34,0.0,5.0
P0065,2023-08-25,12,0.0,10.0
P1027,2024-05-22,30,0.0,6.0
P1177,2024-08-17,8,0.0,10.0
P0363,2024-05-18,54,0.0,9.0
P0057,2023-11-27,11,0.0,10.0
P0045,2023-08-11,37,0.0,1.0
P0743,2023-09-10,49,0.0,12.0
P0502,2023-08-03,82,1.0,13.0
P0422,2024-12-28,0,0.0,10.0
P0612,2025-05-13,78,0.0,11.0
P0997,2023-09-20,44,0.0,13.0
P0828,2023-08-18,71,0.0,8.0
P0842,2025-04-20,16,0.0,12.0
P1144,2025-05-16,116,0.0,10.0
P0094,2024-02-04,36,0.0,9.0
P0870,2024-07-22,64,0.0,11.0
P0323,2024-09-09,71,1.0,3.0
P0517,2023-11-19,71,0.0,6.0
P0145,2025-02-07,98,0.0,13.0
P1317,2024-08-04,57,0.0,2.0
P0121,2023-07-24,124,1.0,14.0
P1125,2023-12-07,37,0.0,4.0
P0905,2025-03-06,75,0.0,1.0
P0313,2025-01-20,75,1.0,5.0
P0312,2025-01-11,76,0.0,8.0
P1014,2025-03-13,12,0.0,1.0
P1495,2024-09-02,47,0.0,4.0
P0769,2024-12-25,121,1.0,2.0
P0728,2024-06-27,57,1.0,5.0
P0067,2024-09-06,90,0.0,13.0
P1496,2024-04-01,79,0.0,9.0
P1011,2024-03-16,59,0.0,13.0
P0245,2024-05-27,34,0.0,1.0
P0149,2024-03-24,2,0.0,10.0
P0919,2024-04-12,35,0.0,9.0
P0910,2024-08-30,19,0.0,8.0
P0512,2025-06-30,0,1.0,5.0
P1177,2023-11-06,6,0.0,3.0
P1296,2024-05-28,97,0.0,12.0
P0966,2024-05-14,4,0.0,13.0
P1082,2024-10-04,64,0.0,4.0
P1028,2024-11-27,132,0.0,4.0
P1236,2023-10-03,35,0.0,14.0
P0820,2024-06-03,112,0.0,13.0
P0842,2024-03-15,55,0.0,14.0
P0215,2024-11-12,33,0.0,6.0
P0572,2024-03-27,75,0.0,7.0
P0519,2024-01-20,52,1.0,10.0
P1487,2025-05-04,50,0.0,2.0
P0305,2023-08-23,0,1.0,13.0
P0623,2023-12-31,47,1.0,
P1190,2025-01-24,39,0.0,5.0
P0641,2025-04-19,46,0.0,1.0
P1275,2024-08-18,78,0.0,1.0
P1305,2023-09-14,50,0.0,2.0
P1461,2024-03-15,9,0.0,1.0
P1038,2024-10-05,32,0.0,1.0
P0319,2024-09-29,18,0.0,10.0
P1447,2024-11-29,111,0.0,1.0
P1128,2023-08-26,43,0.0,10.0
P0937,2023-08-05,68,0.0,1.0
P0820,2023-07-28,32,0.0,1.0
P0648,2024-08-14,43,0.0,4.0
P1441,2024-09-29,39,0.0,3.0
P0542,2023-11-24,6,0.0,1.0
P0040,2025-01-26,65,0.0,1.0
P0266,2023-12-08,15,0.0,4.0
P1377,2023-11-30,107,0.0,3.0
P1382,2025-01-08,66,0.0,6.0
P0210,2023-09-06,35,0.0,14.0
P1163,2024-12-08,23,0.0,5.0
P0657,2024-09-11,61,0.0,
P0899,2024-01-01,-81,0.0,14.0
P0655,2025-06-23,61,0.0,
P0438,2025-04-25,47,0.0,13.0
P0451,2024-07-24,40,0.0,7.0
P0645,2024-12-16,70,1.0,4.0
P1076,2024-10-15,67,0.0,11.0
P0564,2024-04-21,22,1.0,2.0
P1407,2024-05-15,71,0.0,12.0
P1325,2024-05-13,30,0.0,8.0
P0858,2024-11-26,3,1.0,6.0
P0825,2025-06-10,33,0.0,12.0
INVALID_SKU,2023-10-04,26,1.0,7.0
P0443,2023-10-01,83,0.0,3.0
P1061,2024-03-05,39,0.0,10.0
P1310,2024-05-12,70,0.0,8.0
P0481,2023-08-13,0,1.0,10.0
P1048,2024-10-19,0,0.0,2.0
P1427,2025-05-20,47,0.0,8.0
P0783,2024-05-11,64,0.0,7.0
P1295,2025-05-05,62,0.0,9.0
P1304,2023-12-26,0,1.0,3.0
P0032,2024-08-13,113,0.0,6.0
P1017,2025-01-11,83,0.0,1.0
P0010,2024-12-03,76,0.0,11.0
P1369,2025-04-09,35,,7.0
P0790,2025-07-05,0,0.0,9.0
P1324,2024-09-21,0,0.0,8.0
P1235,2024-04-05,53,0.0,2.0
P0326,2025-01-01,78,0.0,1.0
P0537,2024-02-15,48,1.0,8.0
P0136,2023-11-08,66,0.0,10.0
P0297,2023-10-05,36,0.0,14.0
P1406,2024-12-18,35,1.0,4.0
P0575,2025-05-16,60,0.0,6.0
P0847,2024-11-28,73,0.0,8.0
P0199,2024-03-20,62,0.0,14.0
P1057,2023-10-08,102,0.0,9.0
P0173,2024-08-13,99,0.0,8.0
P0828,2023-08-30,107,0.0,13.0
P1042,2024-05-22,47,0.0,3.0
P0771,2024-01-06,36,0.0,2.0
P1392,2024-12-15,2,1.0,6.0
P1157,2024-02-19,9,0.0,5.0
P1303,2023-12-01,47,0.0,2.0
P1041,2023-09-15,64,1.0,4.0
P0283,2024-02-04,34,1.0,12.0
P0696,2024-11-06,95,0.0,6.0
P1373,2024-05-19,54,0.0,13.0
P0118,2024-12-20,100,0.0,6.0
P0926,2024-09-22,85,0.0,11.0
P0921,2025-06-13,23,0.0,7.0
P1004,2025-01-23,67,1.0,10.0
P0477,2024-05-14,92,0.0,4.0
P0591,2024-11-23,80,0.0,11.0
P0802,2025-07-05,90,0.0,13.0
P1343,2024-04-25,1,1.0,2.0
P1258,2024-01-11,48,0.0,12.0
P0996,2023-08-26,91,0.0,10.0
P0181,2025-04-08,31,1.0,4.0
P0419,2024-10-28,6,1.0,7.0
P0548,2024-10-02,20,1.0,8.0
P0120,2024-01-18,12,0.0,6.0
P0218,2023-07-20,46,0.0,1.0
P0983,2025-02-05,51,1.0,13.0
P0720,2024-11-30,15,0.0,9.0
P1123,2023-12-22,60,0.0,
P0906,2025-05-18,53,0.0,8.0
P0896,2025-03-24,99,0.0,5.0
P0826,2024-02-02,44,0.0,1.0
P0058,2025-01-25,82,0.0,7.0
P0668,2023-12-10,53,0.0,8.0
P1138,2024-04-30,-73,0.0,12.0
P1389,2024-06-15,31,0.0,3.0
P0678,2023-11-22,0,0.0,11.0
P0339,2024-11-13,53,0.0,12.0
P1151,2024-12-11,33,0.0,1.0
P0365,2024-03-26,13,0.0,11.0
P1485,2024-06-26,66,0.0,9.0
P0788,2024-01-26,32,0.0,12.0
P1157,2025-01-04,93,0.0,5.0
P1400,2023-11-30,0,0.0,5.0
P0674,2025-01-08,13,0.0,10.0
P1308,2023-12-28,70,0.0,9.0
P1091,2024-08-31,92,0.0,14.0
P0689,2023-12-03,34,0.0,6.0
P1263,2024-04-17,14,0.0,5.0
P0877,2024-08-14,66,0.0,6.0
P0825,2025-03-12,9,0.0,
P0474,2024-08-27,40,0.0,9.0
P0253,2024-08-08,44,0.0,13.0
P0593,2024-08-08,74,0.0,9.0
P0516,2023-07-17,66,0.0,9.0
P1355,2024-06-10,5,0.0,9.0
P0979,2024-11-01,45,0.0,12.0
P0757,2023-11-06,40,0.0,13.0
P0651,2023-12-04,93,1.0,14.0
P1149,2024-07-02,35,0.0,13.0
P1014,2023-12-10,17,0.0,8.0
P1058,2023-10-17,54,0.0,3.0
P1365,2024-03-13,49,1.0,12.0
P0795,2025-07-04,49,0.0,8.0
P0962,2024-02-25,103,0.0,7.0
P0816,2025-06-20,80,0.0,6.0
P0524,2024-06-26,50,0.0,8.0
P0891,2024-07-30,85,0.0,14.0
P1212,2023-08-29,0,0.0,2.0
P1119,2025-05-15,-86,1.0,2.0
P0042,2024-07-22,100,0.0,9.0
P0928,2023-07-19,48,0.0,5.0
P0885,2023-09-15,64,1.0,14.0
P0783,2024-06-09,15,0.0,9.0
INVALID_SKU,2025-06-02,32,1.0,6.0
P0037,2023-10-14,23,0.0,3.0
P0997,2024-06-29,40,0.0,2.0
P0304,2023-12-05,35,0.0,12.0
P0171,2023-11-14,36,1.0,8.0
P1182,2025-03-09,87,0.0,3.0
P0446,2023-07-28,77,0.0,9.0
P0673,2024-11-30,54,0.0,11.0
P1378,2025-04-19,15,0.0,1.0
P0712,2025-04-29,39,0.0,9.0
P0645,2023-08-27,40,0.0,11.0
P0052,2023-09-19,43,0.0,2.0
P0650,2024-03-01,51,1.0,7.0
P0713,2023-10-03,12,1.0,4.0
P1183,2023-09-04,28,1.0,9.0
P1456,2023-12-12,20,0.0,12.0
P1294,2023-07-21,34,0.0,3.0
P0209,2025-05-15,78,0.0,5.0
P0096,2023-10-28,72,0.0,
P1443,2025-01-11,72,0.0,10.0
P1060,2025-06-08,46,0.0,10.0
P0762,2025-01-12,56,0.0,12.0
P1491,2023-08-02,66,0.0,
P1437,2025-03-04,12,0.0,9.0
P0450,2023-11-01,0,1.0,2.0
P0821,2024-11-11,4,1.0,14.0
P0163,2023-12-10,60,0.0,
P1109,2024-05-30,9,1.0,2.0
P1249,2025-01-02,96,1.0,3.0
P0385,2024-05-02,61,0.0,12.0
P0455,2025-02-06,44,0.0,1.0
P1493,2024-05-20,113,1.0,3.0
P0610,2024-05-17,70,1.0,9.0
P0610,2023-12-08,76,0.0,8.0
P0924,2024-01-09,42,0.0,3.0
P0894,2023-07-13,13,1.0,12.0
P1218,2023-08-28,84,0.0,4.0
P1114,2025-06-02,119,0.0,6.0
P1134,2025-06-18,78,0.0,14.0
P0754,2023-09-28,53,1.0,14.0
P1267,2024-04-17,21,0.0,13.0
P0305,2024-07-28,33,0.0,6.0
P0669,2023-10-01,33,0.0,4.0
P0548,2025-03-04,36,1.0,7.0
INVALID_SKU,2023-09-18,35,0.0,9.0
P1463,2024-12-25,96,0.0,11.0
P0985,2024-04-08,55,1.0,12.0
P1437,2024-10-01,86,0.0,2.0
P0635,2024-06-12,47,1.0,13.0
P0824,2024-10-03,32,0.0,1.0
P0899,2024-01-03,85,0.0,9.0
P1376,2024-09-12,68,0.0,13.0
P0022,2024-01-21,74,0.0,14.0
P1172,2024-05-11,1,0.0,9.0
P0750,2023-07-25,29,0.0,1.0
P0219,2024-10-08,54,0.0,3.0
P0959,2024-12-17,70,0.0,5.0
P0008,2023-09-11,65,0.0,6.0
P1385,2024-03-03,37,0.0,13.0
P0773,2024-10-04,19,0.0,10.0
P0580,2023-08-31,61,0.0,10.0
P0984,2023-10-24,110,0.0,5.0
P0013,2025-03-04,62,,8.0
P1139,2024-01-16,91,0.0,7.0
P0536,2024-03-07,36,0.0,3.0
P0052,2023-11-21,52,0.0,2.0
P0487,2024-03-06,121,,10.0
P0884,2024-01-30,55,1.0,9.0
P1006,2024-04-06,74,0.0,4.0
P0606,2024-07-17,46,0.0,3.0
P1114,2024-11-03,77,0.0,2.0
P1282,2025-01-14,60,0.0,5.0
P0915,2024-03-06,48,0.0,14.0
P0721,2025-05-18,46,0.0,2.0
P0923,2024-12-13,48,0.0,11.0
P0910,2024-04-16,15,1.0,14.0
P0320,2024-12-05,49,0.0,1.0
P1349,2023-08-22,90,0.0,11.0
P0797,2025-04-08,74,0.0,1.0
P1042,2024-02-02,73,0.0,3.0
P1093,2025-06-09,16,0.0,10.0
P0440,2025-04-23,-7,0.0,6.0
P0641,2024-01-14,39,0.0,4.0
P0244,2024-08-08,57,0.0,2.0
INVALID_SKU,2023-10-22,63,0.0,8.0
P0008,2024-03-08,52,0.0,8.0
P1060,2025-02-13,17,0.0,8.0
P0534,2024-02-15,32,0.0,1.0
P0259,2024-01-08,31,1.0,11.0
P0928,2025-04-24,95,1.0,1.0
P0860,2025-05-14,80,1.0,9.0
P0682,2024-04-03,99,0.0,2.0
P0873,2024-04-16,30,1.0,6.0
P1116,2023-09-03,64,0.0,1.0
P0078,2025-06-18,42,0.0,4.0
P1161,2024-01-12,33,0.0,14.0
P0528,2025-05-21,52,0.0,11.0
P0282,2025-05-11,74,0.0,12.0
P0462,2024-09-28,82,0.0,4.0
P0469,2025-03-27,45,1.0,9.0
P0455,2024-11-30,70,0.0,1.0
P0017,2023-08-25,92,0.0,1.0
P0067,2023-12-28,47,1.0,14.0
P1370,2025-02-27,0,0.0,2.0
P1475,2025-04-13,82,0.0,10.0
P0549,2023-09-27,41,0.0,13.0
P0088,2025-03-21,0,0.0,9.0
P1280,2024-04-22,44,0.0,3.0
P0742,2024-04-22,11,0.0,11.0
P1277,2024-10-03,62,0.0,10.0
P1152,2023-07-26,0,0.0,6.0
P0851,2024-05-27,21,0.0,5.0
P1418,2024-11-26,51,0.0,9.0
P0130,2023-12-03,15,0.0,8.0
P0072,2023-11-02,18,0.0,11.0
P1483,2023-08-28,54,0.0,2.0
P0010,2024-07-05,49,,10.0
P1319,2023-08-18,114,1.0,8.0
P0011,2023-11-04,135,1.0,8.0
P0607,2024-05-28,74,0.0,7.0
P0456,2024-05-10,67,1.0,7.0
P0157,2024-10-11,65,0.0,12.0
P0673,2023-07-09,13,0.0,5.0
P0200,2024-07-04,98,1.0,
P0331,2024-01-05,25,1.0,4.0
P0676,2024-06-07,17,0.0,9.0
P1017,2024-08-19,47,0.0,4.0
P0840,2025-03-30,21,1.0,10.0
P1372,2025-02-11,69,1.0,5.0
P0049,2025-04-04,0,0.0,9.0
P0152,2023-08-04,63,0.0,11.0
P0541,2024-09-27,45,1.0,2.0
P0768,2023-09-11,51,0.0,1.0
P1239,2023-11-17,73,0.0,7.0
P0207,2024-04-09,30,0.0,9.0
P1270,2023-09-06,67,0.0,9.0
P0560,2023-11-23,75,0.0,2.0
P1352,2024-05-18,93,0.0,6.0
P1285,2024-04-26,0,1.0,1.0
P0791,2023-08-18,26,0.0,9.0
P0477,2024-05-27,95,0.0,7.0
P0357,2023-10-26,54,0.0,1.0
P1136,2023-12-24,7,0.0,12.0
P0950,2024-04-14,113,0.0,10.0
P1203,2025-01-23,69,1.0,9.0
P0097,2025-02-10,86,0.0,5.0
P0676,2025-04-27,51,1.0,7.0
P1261,2024-08-15,32,1.0,11.0
P0574,2025-07-04,117,0.0,2.0
P1211,2024-05-13,70,0.0,9.0
P0345,2024-06-24,56,1.0,12.0
P0871,2023-12-04,33,1.0,8.0
P1144,2025-01-30,110,0.0,1.0
P0523,2024-10-16,0,0.0,10.0
P1224,2024-09-26,16,0.0,6.0
P0177,2024-11-24,21,0.0,12.0
P0486,2024-03-29,33,0.0,7.0
P1327,2023-10-10,35,0.0,7.0
P0066,2024-02-25,107,0.0,5.0
P0028,2025-02-18,56,0.0,8.0
P0781,2025-02-15,44,1.0,1.0
P0552,2024-01-24,43,0.0,1.0
P0226,2025-06-08,95,0.0,14.0
P0133,2025-04-05,37,1.0,13.0
P0128,2024-06-16,115,0.0,9.0
P0697,2025-01-10,114,0.0,12.0
P0125,2024-01-31,44,1.0,5.0
P0052,2023-12-05,69,0.0,5.0
P0114,2025-03-24,83,1.0,9.0
P0445,2024-11-22,85,0.0,11.0
P1484,2023-08-31,40,0.0,4.0
P0088,2025-07-05,98,0.0,2.0
P0183,2024-11-27,0,0.0,11.0
P0186,2025-01-19,39,0.0,1.0
P0122,2023-10-03,20,0.0,9.0
P0617,2025-03-07,49,0.0,9.0
P1150,2024-08-15,45,0.0,7.0
P0556,2024-02-14,84,0.0,2.0
P0026,2024-08-04,81,1.0,3.0
P0064,2025-06-25,115,1.0,1.0
P0981,2023-12-17,40,0.0,
P0801,2025-06-26,47,0.0,5.0
P0569,2024-07-15,30,0.0,4.0
P0693,2024-09-15,120,0.0,1.0
P0350,2023-09-23,45,0.0,7.0
P0594,2024-03-09,53,0.0,7.0
P0395,2024-08-22,24,0.0,11.0
P1342,2024-03-18,83,0.0,8.0
P0966,2024-07-01,42,0.0,5.0
P0211,2025-02-28,87,0.0,8.0
P0824,2024-04-27,67,0.0,13.0
P0982,2023-08-31,70,0.0,11.0
P1428,2023-11-19,57,0.0,11.0
P0656,2024-05-21,39,0.0,5.0
P1274,2024-06-08,46,0.0,14.0
P0028,2023-10-28,23,0.0,1.0
P0238,2023-07-21,85,0.0,6.0
P0860,2023-11-21,48,0.0,6.0
P0856,2024-07-19,31,0.0,8.0
P1109,2023-12-10,55,1.0,13.0
P0533,2024-05-17,81,1.0,4.0
P0700,2024-06-05,50,0.0,5.0
P0692,2023-08-04,32,0.0,2.0
P0662,2023-07-23,35,1.0,6.0
P0244,2023-10-21,57,0.0,7.0
P1021,2024-04-19,11,0.0,5.0
P1014,2023-07-31,9,0.0,10.0
P0800,2023-07-26,30,0.0,14.0
P1096,2025-04-28,50,0.0,2.0
INVALID_SKU,2025-04-26,75,0.0,13.0
P1157,2023-07-12,57,0.0,3.0
P0851,2025-05-10,24,0.0,7.0
P0561,2024-06-22,71,1.0,7.0
P0828,2024-05-29,60,0.0,4.0
P1386,2023-08-14,17,0.0,5.0
P0515,2024-04-12,42,0.0,10.0
P0588,2025-03-04,7,1.0,2.0
P0424,2024-06-16,44,0.0,1.0
P0545,2024-06-13,40,1.0,6.0
P0338,2024-08-06,81,1.0,4.0
P0470,2024-02-07,23,0.0,4.0
P1332,2025-06-27,45,0.0,13.0
P0036,2023-08-17,73,0.0,2.0
P1148,2024-10-27,47,0.0,11.0
P0335,2024-06-18,41,0.0,6.0
P1491,2025-01-08,13,0.0,14.0
P0998,2024-04-13,7,0.0,13.0
P0735,2023-12-27,10,0.0,12.0
P0521,2024-03-25,0,0.0,2.0
P0345,2025-06-21,69,1.0,8.0
P0158,2023-08-23,44,0.0,6.0
P0213,2024-10-18,81,0.0,4.0
P0611,2025-06-23,11,1.0,9.0
P0953,2024-01-18,61,0.0,12.0
P0670,2024-05-04,66,0.0,
P0433,2024-02-23,127,0.0,1.0
P0332,2024-12-08,57,1.0,5.0
P0712,2024-10-29,31,0.0,1.0
P0716,2023-08-09,64,1.0,5.0
P0121,2024-11-21,83,0.0,8.0
P0127,2025-04-18,5,0.0,1.0
P1171,2025-04-20,71,1.0,12.0
P0002,2025-02-06,0,0.0,8.0
P0668,2025-07-04,49,0.0,7.0
P0827,2024-08-24,63,0.0,6.0
P1101,2024-12-27,-21,0.0,4.0
P1155,2025-04-07,53,0.0,1.0
P1243,2025-06-03,65,0.0,3.0
P1019,2024-03-08,67,0.0,9.0
P1300,2025-04-04,67,0.0,8.0
P0014,2023-11-15,68,1.0,4.0
P0513,2025-03-24,58,0.0,6.0
P1238,2024-01-09,15,1.0,
P0254,2025-01-04,57,0.0,9.0
P1149,2024-07-18,67,1.0,1.0
P0599,2023-11-05,21,0.0,13.0
P1374,2024-05-16,46,0.0,11.0
P0748,2025-04-11,0,1.0,7.0
P0542,2023-08-07,19,0.0,12.0
P0069,2025-05-19,13,0.0,5.0
P0209,2024-05-04,1,0.0,10.0
P0711,2023-11-02,96,0.0,1.0
P0055,2023-12-27,34,0.0,10.0
P0941,2023-11-23,80,1.0,8.0
P0435,2023-07-28,47,0.0,8.0
P0953,2024-07-19,10,0.0,6.0
P0048,2024-06-26,6,0.0,3.0
P0849,2023-10-21,3,0.0,8.0
P0233,2025-01-01,12,0.0,7.0
P1268,2024-12-29,16,0.0,3.0
P1461,2024-01-26,76,1.0,4.0
P1171,2024-12-14,34,0.0,12.0
P1364,2023-07-26,26,0.0,6.0
P0531,2024-03-29,52,0.0,10.0
P1090,2025-03-27,34,0.0,12.0
P0164,2025-01-27,15,0.0,12.0
P1271,2023-07-23,15,0.0,14.0
P0007,2024-10-24,33,0.0,8.0
P0108,2024-07-29,37,0.0,2.0
P0451,2025-05-19,26,0.0,7.0
P0915,2025-02-19,103,0.0,10.0
P1011,2025-03-31,55,0.0,13.0
P1350,2024-03-25,32,0.0,14.0
P0423,2024-01-03,109,,2.0
P0827,2024-11-24,24,0.0,1.0
P0407,2023-10-06,86,0.0,9.0
P1490,2024-06-15,60,0.0,6.0
P1114,2023-09-17,0,0.0,
P0208,2024-09-23,32,0.0,2.0
P0080,2024-12-09,48,0.0,13.0
P0547,2023-12-10,14,0.0,12.0
P0752,2023-11-27,87,0.0,
P0758,2025-04-04,0,1.0,14.0
P0994,2024-11-06,29,0.0,12.0
P0570,2024-05-19,24,0.0,8.0
P0899,2023-08-06,61,0.0,7.0
P0547,2023-11-26,76,0.0,9.0
P1127,2024-06-07,66,0.0,3.0
P0168,2023-12-13,50,0.0,12.0
P0453,2023-09-07,96,0.0,1.0
P0139,2024-09-26,23,0.0,9.0
P0903,2024-01-02,6,1.0,3.0
P1142,2023-12-06,100,1.0,3.0
P0566,2025-04-12,71,1.0,9.0
P0793,2023-10-25,69,1.0,12.0
P0684,2023-11-28,48,0.0,2.0
P0941,2025-01-23,58,0.0,2.0
P0242,2023-11-08,34,0.0,11.0
P0059,2024-12-24,26,0.0,2.0
P0615,2024-11-02,36,0.0,5.0
P1136,2024-02-04,87,0.0,12.0
P1389,2025-01-31,48,1.0,
P0788,2025-06-14,39,0.0,14.0
P1179,2024-06-17,9,0.0,11.0
P1439,2023-10-05,-21,1.0,11.0
P0103,2024-07-26,53,1.0,11.0
P1461,2024-07-25,49,0.0,12.0
P0725,2024-05-30,71,0.0,2.0
P0246,2023-12-28,45,0.0,14.0
P0957,2025-02-21,90,0.0,4.0
P0360,2024-11-14,36,0.0,3.0
P0025,2024-10-23,102,0.0,6.0
P0361,2024-04-25,93,1.0,10.0
P0254,2024-01-11,51,0.0,12.0
P0177,2024-03-24,40,0.0,6.0
P0827,2023-12-15,96,0.0,2.0
P0294,2024-08-19,14,1.0,9.0
P0254,2023-10-05,108,0.0,8.0
P0898,2025-07-07,39,0.0,2.0
P0974,2025-02-11,20,0.0,14.0
P0323,2024-10-24,55,0.0,2.0
P0319,2024-01-14,59,0.0,14.0
P0280,2024-10-10,0,0.0,6.0
P1281,2023-08-06,37,0.0,8.0
P0294,2025-03-10,42,0.0,8.0
P0724,2025-06-15,39,0.0,14.0
P0218,2025-06-15,59,,14.0
INVALID_SKU,2025-04-17,104,0.0,
P0648,2024-09-04,94,0.0,8.0
P0497,2024-10-23,52,0.0,3.0
P0990,2024-05-01,80,0.0,7.0
P0236,2025-06-12,35,0.0,10.0
P1307,2023-08-04,79,1.0,14.0
P0413,2025-03-07,45,0.0,14.0
P1269,2023-07-23,32,0.0,2.0
P0806,2023-11-30,0,0.0,4.0
P0241,2023-11-17,36,1.0,13.0
P0952,2024-11-13,28,0.0,13.0
P0211,2025-02-08,36,0.0,4.0
P0224,2023-09-15,69,0.0,4.0
P1169,2024-11-17,28,0.0,8.0
P0853,2024-02-06,0,0.0,
P1334,2024-01-27,0,0.0,13.0
P0908,2024-02-11,0,,10.0
P0864,2025-06-19,7,0.0,1.0
P0334,2024-05-26,52,0.0,10.0
P0813,2024-05-11,49,0.0,11.0
P1356,2024-03-27,19,0.0,5.0
P0301,2023-08-10,44,0.0,8.0
P0149,2024-08-16,128,1.0,
P1307,2023-07-15,53,0.0,5.0
P0608,2023-10-31,66,0.0,4.0
P1444,2024-11-22,57,0.0,7.0
P0250,2025-04-29,0,1.0,11.0
P1200,2024-08-08,85,0.0,13.0
P0786,2025-05-17,68,0.0,12.0
P0682,2023-07-31,51,0.0,9.0
P0873,2024-05-16,68,0.0,11.0
P0209,2024-12-10,29,0.0,6.0
P0640,2024-04-17,69,1.0,2.0
P0528,2024-05-06,119,0.0,4.0
P1248,2024-04-18,43,0.0,12.0
P0344,2023-07-25,45,0.0,6.0
P1341,2024-09-04,52,0.0,13.0
P1340,2024-03-07,57,0.0,2.0
P0734,2024-12-16,24,1.0,7.0
P0885,2024-08-08,44,0.0,11.0
P0878,2025-07-01,41,0.0,7.0
P0662,2023-09-27,35,1.0,1.0
P0731,2024-02-14,19,0.0,14.0
P0508,2025-05-28,39,0.0,13.0
P0754,2023-11-15,41,1.0,2.0
P1035,2025-01-10,57,0.0,5.0
P0062,2024-12-31,58,0.0,11.0
P0755,2025-01-07,45,0.0,12.0
P0702,2024-08-21,16,1.0,9.0
P1480,2024-09-23,62,1.0,12.0
P0176,2024-10-23,83,1.0,13.0
P0075,2024-01-05,10,0.0,3.0
P1041,2024-08-27,77,0.0,14.0
P0494,2024-06-02,49,0.0,5.0
P1108,2024-02-01,40,0.0,6.0
P1028,2025-05-10,29,0.0,11.0
P0392,2024-12-13,43,0.0,1.0
P0703,2024-07-26,23,0.0,2.0
P0791,2025-03-19,113,0.0,13.0
P0625,2023-08-03,38,1.0,3.0
P0905,2025-05-30,76,0.0,2.0
P0785,2024-12-21,26,1.0,14.0
P1340,2023-07-14,82,0.0,2.0
P0468,2023-11-26,0,0.0,3.0
P1477,2023-08-14,24,1.0,2.0
P0613,2024-04-20,46,0.0,
P0522,2024-03-30,112,0.0,1.0
P1339,2025-07-05,72,0.0,5.0
P0886,2024-04-18,81,0.0,11.0
P1076,2024-05-03,53,0.0,4.0
P1357,2025-03-13,81,0.0,8.0
P0456,2025-02-09,24,1.0,6.0
P1159,2024-04-21,47,0.0,4.0
P0151,2024-08-07,39,0.0,7.0
P1013,2025-05-03,92,0.0,12.0
P0130,2024-03-13,42,0.0,3.0
P0281,2024-12-16,56,0.0,10.0
P0198,2024-12-09,87,1.0,8.0
P0748,2024-10-22,23,1.0,6.0
P0312,2025-01-09,81,0.0,10.0
P0033,2023-10-23,26,1.0,2.0
P0387,2024-09-20,68,0.0,7.0
P0903,2024-06-21,31,0.0,4.0
P0185,2025-07-04,40,0.0,6.0
P1499,2024-04-12,104,0.0,6.0
P0097,2025-01-22,56,0.0,1.0
P0928,2024-11-07,0,0.0,10.0
P1138,2024-01-30,95,0.0,3.0
P0024,2024-08-26,0,0.0,7.0
P0925,2024-12-15,77,0.0,13.0
P1303,2024-05-08,79,0.0,1.0
P1089,2025-03-28,47,0.0,6.0
P0269,2024-07-24,32,,9.0
P0016,2025-06-16,162,0.0,8.0
P1245,2025-01-01,23,0.0,11.0
P0913,2024-05-19,46,0.0,7.0
P0418,2024-06-07,91,0.0,13.0
P0641,2024-06-22,40,0.0,10.0
P0454,2024-08-30,58,0.0,
P1394,2025-06-10,7,1.0,3.0
P1466,2023-07-21,48,0.0,4.0
P0531,2024-04-10,11,0.0,8.0
P0484,2025-02-21,41,0.0,2.0
P0148,2023-08-26,89,0.0,3.0
P1398,2024-10-02,77,0.0,
P0587,2023-12-04,6,0.0,14.0
P1299,2025-03-01,41,0.0,12.0
P0472,2023-12-22,63,0.0,11.0
P1020,2025-03-18,63,1.0,2.0
P1237,2023-11-08,95,0.0,2.0
P1459,2025-03-11,41,0.0,5.0
P0004,2023-09-01,41,1.0,14.0
P1313,2023-09-22,0,1.0,10.0
P1294,2024-05-26,43,0.0,10.0
P1078,2023-12-09,31,1.0,3.0
P0194,2023-10-08,66,1.0,14.0
P0029,2024-05-12,28,0.0,5.0
P0308,2023-10-15,87,0.0,6.0
P0345,2025-01-17,-62,1.0,14.0
P1259,2024-02-18,0,0.0,14.0
P1206,2025-02-14,71,0.0,1.0
P1306,2024-09-07,83,0.0,14.0
P0112,2023-12-24,60,0.0,13.0
P0946,2025-01-04,26,0.0,9.0
P0669,2024-02-28,36,1.0,3.0
P0788,2023-09-28,69,0.0,8.0
P0016,2025-01-28,79,1.0,7.0
P0762,2024-02-15,87,1.0,7.0
P1166,2025-07-07,34,0.0,14.0
P0236,2025-03-31,69,0.0,5.0
P1003,2024-08-23,43,0.0,3.0
P0435,2023-11-07,51,0.0,10.0
P0931,2025-04-06,51,0.0,9.0
P1362,2024-12-20,0,0.0,4.0
P0960,2023-12-08,79,0.0,2.0
P1171,2024-08-01,52,0.0,1.0
P0150,2024-02-28,61,0.0,5.0
P0126,2024-10-04,34,0.0,4.0
P1031,2023-09-01,93,0.0,14.0
