order_id,order_date,user_id,sku_id,quantity,price_per_unit,discount_applied,order_channel,payment_method
O023441,2023-08-15,U5329,P0272,4,834.33,10.0,Mobile,UPI
O023442,2024-05-04,U5157,P0275,4,959.06,,Web,Wallet
O023443,2025-04-23,U1858,P0565,3,1841.04,5.0,App,Wallet
O023444,2025-03-02,U5389,P0019,1,1235.52,40.0,App,UPI
O023445,2024-11-24,U2010,P1360,2,692.36,25.0,Web,Card
O023446,2023-08-12,U4831,P0602,2,400.18,20.0,Mobile,COD
O023447,2024-05-28,U3274,P1378,2,1379.88,5.0,App,Wallet
O023448,2024-02-24,U1481,P0652,2,,0.0,App,Card
O023449,2025-06-27,U3871,P1239,1,775.0,25.0,Mobile,Card
O023450,2023-11-24,U2820,P0161,-5,1861.13,0.0,Web,Wallet
O023451,2024-09-18,U5627,P1376,3,1083.83,15.0,Web,Card
O023452,2023-07-14,U5353,P0352,3,1700.48,5.0,App,Wallet
O023453,2024-05-25,U5501,P0354,2,1150.93,25.0,Mobile,COD
O023454,2024-06-18,U2512,P0713,1,1522.24,25.0,App,UPI
O023455,2023-08-19,U5162,P0644,1,1093.29,30.0,Web,COD
O023456,2024-08-13,U2843,P1489,2,909.3,30.0,Mobile,UPI
O023457,2023-11-20,U1145,P1124,2,1725.93,30.0,Mobile,Card
O023458,2023-12-10,U2505,P1448,2,955.09,15.0,App,Wallet
O023459,2025-01-12,U5162,P1188,6,665.89,40.0,Mobile,Wallet
O023460,2025-05-10,U4079,P0326,1,1249.05,10.0,Mobile,UPI
O023461,2025-06-27,U2907,P0165,3,1374.34,0.0,Mobile,Wallet
O023462,2024-04-16,U2606,P0119,3,776.86,30.0,Web,UPI
O023463,2025-01-30,U2135,P0273,1,1410.45,20.0,App,Card
O023464,2025-01-31,U3751,P0341,1,1345.01,5.0,App,UPI
O023465,2024-08-31,U4580,P0377,1,1426.96,25.0,Web,UPI
O023466,2025-06-19,U5308,P1084,3,1053.96,10.0,Web,COD
O023467,2024-03-28,U2534,P0106,-2,2157.41,10.0,Mobile,UPI
O023468,2024-01-07,U1095,P1362,2,823.74,,App,UPI
O023469,2024-11-29,U5877,P0178,1,1564.06,10.0,App,UPI
O023470,2025-05-27,U5063,P1264,2,338.59,40.0,Web,COD
O023471,2024-04-03,U5989,P1243,4,1469.82,40.0,App,Card
O023472,2025-02-26,U3811,P0336,5,1957.01,20.0,Mobile,UPI
O023473,2025-02-19,U1232,P1290,5,1024.71,20.0,App,COD
O023474,2023-12-13,U3654,P0422,2,1366.02,20.0,Mobile,UPI
O023475,2023-11-13,U4602,P0453,2,1720.97,20.0,Web,Card
O023476,2023-08-14,U5596,P0022,8,1230.73,5.0,Mobile,COD
O023477,2024-09-28,U3200,P0131,3,722.82,20.0,Mobile,UPI
O023478,2023-11-02,U4118,UNKNOWN,1,1445.7,30.0,Web,UPI
O023479,2024-06-25,U3782,P0526,2,1481.25,5.0,App,Card
O023480,2024-06-20,U4451,P1421,2,1055.29,10.0,Mobile,COD
O023481,2023-07-10,U2058,P0082,4,1203.11,30.0,Mobile,Card
O023482,2024-06-03,U2079,P0593,2,832.27,5.0,Mobile,Card
O023483,2024-07-29,U2106,P0653,1,1580.67,25.0,Mobile,Wallet
O023484,2025-04-26,U1428,P0402,2,898.01,0.0,Web,COD
O023485,2024-04-22,U3213,P1472,3,1512.12,,Web,Card
O023486,2024-12-03,U1159,P0525,3,747.26,5.0,App,Card
O023487,2024-01-15,U3611,P0694,2,564.9,15.0,App,Wallet
O023488,2024-11-30,U3774,P1316,1,,15.0,Web,Card
O023489,2025-02-04,U3328,P0229,2,741.36,0.0,Web,UPI
O023490,2024-05-27,U5774,P0146,1,1633.09,30.0,Mobile,Card
O023491,2025-01-24,U1007,P1222,1,1160.19,30.0,App,COD
O023492,2024-07-05,U2577,P1127,1,1691.74,30.0,App,Card
O023493,2025-01-20,U5533,P0922,3,736.78,25.0,Web,Wallet
O023494,2024-12-28,U4228,P1168,2,541.99,10.0,Mobile,UPI
O023495,2023-11-27,U3370,P0515,5,,25.0,App,UPI
O023496,2025-01-24,U4768,P0774,1,604.06,40.0,Web,UPI
O023497,2025-03-11,U1167,P0221,2,781.4,30.0,Mobile,Card
O023498,2024-04-21,U3095,P1402,2,268.09,25.0,Mobile,UPI
O023499,2024-05-24,U5973,P0291,4,1361.23,5.0,Mobile,COD
O023500,2024-08-02,U3780,P0329,2,603.79,,Mobile,Wallet
O023501,2025-06-16,U4695,P0623,2,631.66,25.0,App,UPI
O023502,2025-02-08,U4397,P0265,2,1770.5,25.0,Web,Wallet
O023503,2023-10-06,U4598,P0645,1,911.31,5.0,Mobile,COD
O023504,2024-01-06,U3862,P1409,1,1935.79,20.0,Web,UPI
O023505,2025-06-25,U1998,P1447,2,1064.84,25.0,Mobile,UPI
O023506,2025-05-31,U2292,P0253,4,1164.05,5.0,Mobile,Wallet
O023507,2024-12-10,U2590,P0431,5,1275.82,30.0,App,Card
O023508,2025-06-03,U3250,P1094,2,393.18,20.0,Mobile,Wallet
O023509,2025-06-16,U2552,P1454,2,1971.63,20.0,Mobile,Wallet
O023510,2025-02-08,U3527,P0386,1,463.5,15.0,Mobile,COD
O023511,2025-01-01,U4362,P0794,1,506.56,10.0,Web,UPI
O023512,2025-03-31,U5416,P0342,2,1098.13,0.0,Mobile,Wallet
O023513,2024-06-22,U3973,P0339,1,336.83,25.0,Web,Wallet
O023514,2025-01-20,U5696,P0814,1,685.93,10.0,Web,UPI
O023515,2023-12-12,U2784,P1455,2,1005.35,30.0,Mobile,UPI
O023516,2024-10-23,U3088,P0146,2,668.65,25.0,Web,UPI
O023517,2025-02-02,U2139,P0287,2,495.1,30.0,Mobile,Wallet
O023518,2024-11-05,U1746,P0044,1,2106.88,10.0,Mobile,Wallet
O023519,2024-12-25,U5121,P0989,2,782.39,25.0,App,COD
O023520,2024-02-18,U4882,P1237,1,1106.24,25.0,Web,Wallet
O023521,2025-06-28,U3393,P1054,1,464.3,20.0,App,Wallet
O023522,2024-10-26,U4221,P0241,1,1862.52,5.0,Web,Card
O023523,2025-01-29,U1534,P0669,4,483.19,20.0,Mobile,Wallet
O023524,2024-10-18,U3908,P1046,1,199.22,40.0,Web,COD
O023525,2024-02-22,U4781,P1022,2,1246.24,15.0,App,Card
O023526,2024-12-10,U5774,P0637,3,753.08,40.0,Mobile,COD
O023527,2024-07-14,U4674,P0993,3,1568.86,10.0,Web,Wallet
O023528,2024-12-03,U4303,P0180,4,656.83,40.0,App,COD
O023529,2023-07-15,U2763,P0105,3,1434.11,,Web,UPI
O023530,2024-02-14,U5352,P0089,2,2366.39,5.0,Mobile,Wallet
O023531,2024-07-02,U1189,P0834,1,1080.37,40.0,App,COD
O023532,2025-05-12,U1363,P1186,1,1523.09,25.0,App,Wallet
O023533,2024-08-27,U5830,P0181,2,1342.47,20.0,Mobile,UPI
O023534,2023-09-24,U2699,P1468,1,1157.6,40.0,App,Wallet
O023535,2023-07-13,U3738,P0599,3,1253.81,40.0,App,Card
O023536,2024-12-14,U1138,P0889,1,1359.74,30.0,Web,Card
O023537,2024-02-25,U2967,P1025,2,1183.97,10.0,App,Card
O023538,2024-11-03,U5725,P0520,1,642.96,25.0,Web,Card
O023539,2025-02-11,U1836,P1106,2,941.8,0.0,Mobile,UPI
O023540,2025-05-15,U2165,P0027,4,829.06,10.0,Web,COD
O023541,2023-07-31,U4231,P1249,2,997.28,20.0,App,COD
O023542,2025-04-21,U5280,P0225,1,587.75,20.0,Mobile,Wallet
O023543,2024-12-03,U1262,P0149,1,774.4,10.0,Mobile,Card
O023544,2025-02-23,U1100,P0033,1,1762.23,10.0,Web,COD
O023545,2024-10-01,U3870,P1305,2,1362.16,30.0,Web,Wallet
O023546,2024-06-28,U5877,P0666,1,1968.47,0.0,Web,UPI
O023547,2023-09-28,U1700,P1076,2,1695.9,0.0,Web,Card
O023548,2025-06-27,U3162,P0005,1,776.44,25.0,Mobile,Card
O023549,2025-06-22,U1831,P0452,2,1791.42,25.0,App,COD
O023550,2024-08-23,U5629,P1225,2,1640.88,10.0,App,COD
O023551,2024-04-03,U3980,P0249,2,365.71,0.0,Mobile,COD
O023552,2024-11-24,U4130,P1406,1,1142.69,30.0,Mobile,Card
O023553,2023-09-23,U1593,P0949,1,2370.76,0.0,Mobile,COD
O023554,2024-05-19,U4572,P0415,2,602.94,10.0,Mobile,Card
O023555,2023-12-09,U2355,P0028,1,560.8,15.0,Mobile,UPI
O023556,2023-12-24,U4381,P0843,3,1705.88,15.0,Mobile,Card
O023557,2024-09-09,U4809,P1105,3,1068.78,0.0,Mobile,UPI
O023558,2025-03-20,U4607,P0359,1,1031.79,25.0,App,UPI
O023559,2024-01-19,U4038,P0640,2,,10.0,App,COD
O023560,2024-03-29,U5204,P1454,1,972.2,25.0,Web,Card
O023561,2023-10-14,U3379,P0707,3,500.15,40.0,Mobile,COD
O023562,2023-09-06,U3654,P0134,1,851.77,30.0,Web,Wallet
O023563,2025-02-24,U4277,P1127,4,,15.0,App,UPI
O023564,2024-06-24,U2530,P1103,-1,1132.7,40.0,Mobile,UPI
O023565,2025-02-07,U5879,P1357,3,469.32,20.0,Mobile,COD
O023566,2024-03-20,U5407,P0807,1,647.66,20.0,App,Card
O023567,2025-05-21,U1474,P0108,2,807.09,5.0,Web,UPI
O023568,2023-08-26,U5197,P1471,2,,40.0,Mobile,UPI
O023569,2025-03-21,U3241,P0385,1,932.92,40.0,Web,COD
O023570,2025-05-08,U5661,P0783,1,983.91,30.0,Mobile,COD
O023571,2024-05-30,U3002,P0579,1,1467.02,40.0,App,Card
O023572,2023-08-05,U4814,P0871,1,1169.37,25.0,App,Wallet
O023573,2025-03-23,U5235,P0849,1,870.95,40.0,Web,COD
O023574,2024-09-30,U1367,P0125,2,1273.86,0.0,App,Wallet
O023575,2024-03-20,U5729,P0731,1,1468.24,40.0,Web,COD
O023576,2024-07-30,U2585,P0120,1,400.13,15.0,App,Card
O023577,2025-03-16,U4172,P0783,2,1627.82,5.0,App,Wallet
O023578,2025-03-07,U1881,P1103,2,338.15,20.0,App,COD
O023579,2023-10-05,U4325,P0754,3,377.04,15.0,App,Card
O023580,2025-06-10,U2488,P0481,1,833.1,20.0,App,Wallet
O023581,2024-07-03,U5084,P1395,1,,30.0,Web,COD
O023582,2023-11-21,U1882,P1069,5,1474.33,15.0,Mobile,Wallet
O023583,2023-08-27,U3643,P0268,3,2282.9,0.0,App,Card
O023584,2023-08-16,U1430,P0848,4,975.68,,App,UPI
O023585,2023-07-17,U5484,P0292,1,505.55,30.0,App,Card
O023586,2024-12-05,U3207,P1231,4,462.7,15.0,App,COD
O023587,2023-12-13,U4783,P0181,4,1540.61,30.0,App,UPI
O023588,2025-06-05,U4673,P1031,2,1769.05,15.0,Mobile,Wallet
O023589,2024-05-30,U3647,P1143,2,1584.97,0.0,App,COD
O023590,2024-10-03,U2883,P1362,2,949.94,20.0,App,Card
O023591,2025-06-18,U3746,P0173,1,1647.27,15.0,App,Card
O023592,2023-07-23,U2830,P0847,1,1702.07,0.0,App,Wallet
O023593,2024-03-01,U4864,P0952,1,1432.22,0.0,Web,Card
O023594,2025-03-27,U3470,P0694,1,1382.92,40.0,App,Wallet
O023595,2023-08-28,U5054,P0613,3,1115.46,20.0,Web,UPI
O023596,2025-01-14,U3745,P0138,3,1223.0,,App,UPI
O023597,2024-11-05,U2302,P0838,3,872.86,5.0,Mobile,Card
O023598,2023-07-19,U1602,P0521,2,2064.44,5.0,Web,UPI
O023599,2024-07-02,U5874,P0964,-1,724.19,10.0,App,Card
O023600,2023-12-17,U1454,P0420,-3,1217.1,15.0,Web,COD
O023601,2024-08-10,U4270,P1455,1,,10.0,App,Wallet
O023602,2025-02-23,U5596,P0262,1,992.83,10.0,Mobile,UPI
O023603,2024-09-19,U3402,P1430,2,1339.22,25.0,Mobile,Card
O023604,2024-07-18,U2517,P0721,1,1157.06,0.0,Web,Card
O023605,2024-09-13,U2530,P0864,5,1158.24,5.0,Mobile,Card
O023606,2024-10-08,U3365,P0708,3,2067.58,15.0,Mobile,COD
O023607,2023-07-24,U3081,P0106,3,981.56,25.0,App,Wallet
O023608,2024-10-06,U5182,UNKNOWN,1,307.32,5.0,Mobile,UPI
O023609,2023-08-01,U2644,P0909,2,1977.18,10.0,App,UPI
O023610,2023-10-19,U2727,P0820,1,1159.6,10.0,App,UPI
O023611,2023-07-12,U3095,P1419,1,1875.77,5.0,Mobile,UPI
O023612,2024-09-02,U5400,P0731,1,2106.39,15.0,Mobile,Card
O023613,2024-07-12,U5233,P0043,2,1562.74,15.0,Web,Card
O023614,2024-04-12,U5921,P1401,3,689.88,20.0,Web,COD
O023615,2024-10-21,U4053,P0404,1,1434.97,10.0,Web,UPI
O023616,2023-10-23,U2488,P0273,1,1327.34,,Web,Wallet
O023617,2025-02-17,U2629,P0327,1,1881.02,20.0,Web,UPI
O023618,2025-05-12,U2881,P1001,1,829.99,,App,UPI
O023619,2025-04-21,U4088,P0332,2,560.62,40.0,App,Wallet
O023620,2024-05-14,U2535,P1217,2,1400.54,10.0,App,COD
O023621,2024-03-07,U5449,P0568,1,413.45,,App,UPI
O023622,2023-08-06,U3956,P1090,3,1510.86,,App,Wallet
O023623,2024-08-04,U5920,P0607,2,984.35,10.0,Mobile,Card
O023624,2023-09-22,U3106,P0678,2,,30.0,Mobile,Wallet
O023625,2025-03-08,U3423,P0913,2,1732.87,0.0,Web,COD
O023626,2024-08-11,U1559,P0668,6,1067.7,40.0,App,Card
O023627,2023-07-22,U2370,P0180,1,1611.24,30.0,Web,Wallet
O023628,2025-03-10,U1270,P1067,-1,810.89,30.0,App,Wallet
O023629,2023-09-11,U5798,P0933,2,2007.02,15.0,Web,Card
O023630,2024-03-28,U4509,P0720,1,860.84,0.0,Web,Wallet
O023631,2024-04-10,U5471,P0084,2,1684.51,25.0,Web,COD
O023632,2024-02-28,U3461,P0797,1,2316.34,0.0,Mobile,UPI
O023633,2024-04-29,U1476,P0554,1,717.69,5.0,Web,Card
O023634,2025-03-25,U4700,P0419,1,755.76,20.0,Web,COD
O023635,2023-12-07,U2792,P1337,2,1012.96,5.0,Web,Card
O023636,2024-05-20,U4155,P1041,1,763.74,25.0,App,Card
O023637,2025-05-01,U4527,P1275,2,589.64,20.0,Mobile,COD
O023638,2024-03-01,U5167,P0066,1,1147.11,10.0,Web,UPI
O023639,2025-05-31,U4701,P0210,2,1238.36,,App,Card
O023640,2024-04-15,U2649,P1376,1,1480.3,40.0,Mobile,COD
O023641,2024-12-12,U1453,UNKNOWN,5,604.91,5.0,Web,COD
O023642,2025-01-27,U3216,P0176,1,1001.35,20.0,Web,UPI
O023643,2024-12-13,U3082,P0291,-1,977.13,20.0,App,COD
O023644,2023-09-28,U1067,P1157,2,1299.34,30.0,Mobile,Card
O023645,2025-02-21,U4471,P1219,5,321.11,10.0,Web,Card
O023646,2023-08-27,U4547,P0784,-4,991.78,20.0,Mobile,Wallet
O023647,2024-05-13,U4864,P0061,3,1241.97,30.0,Mobile,COD
O023648,2024-03-06,U2689,P0321,4,1587.16,5.0,App,Wallet
O023649,2024-06-03,U5710,P1472,3,2143.3,10.0,App,COD
O023650,2023-09-14,U4716,P0909,1,225.2,25.0,App,Card
O023651,2024-03-31,U3089,P0604,3,2029.22,5.0,Mobile,UPI
O023652,2024-06-15,U1754,P1057,2,1277.98,0.0,App,COD
O023653,2023-10-24,U1532,P0620,1,1037.29,,Mobile,Card
O023654,2025-04-15,U2827,P0741,1,1308.45,10.0,App,Card
O023655,2025-01-14,U4806,P0969,4,353.91,15.0,Web,Card
O023656,2024-09-14,U5203,P1046,4,1364.65,,Web,Card
O023657,2023-08-18,U2241,P0774,1,1386.49,20.0,App,COD
O023658,2025-01-23,U1292,P0062,3,1380.76,10.0,App,Card
O023659,2024-03-31,U4919,P0041,1,1760.73,0.0,Mobile,COD
O023660,2023-07-19,U2676,P1194,5,,10.0,Web,COD
O023661,2023-08-11,U3409,P1485,2,1452.53,20.0,Mobile,UPI
O023662,2024-10-17,U1431,P1422,1,257.5,15.0,Mobile,Wallet
O023663,2024-11-24,U5506,P0058,1,445.39,40.0,App,UPI
O023664,2024-02-19,U3756,P1023,1,,40.0,Web,Card
O023665,2025-03-18,U5182,P1082,2,193.24,40.0,App,Wallet
O023666,2024-11-02,U5710,P1227,3,298.14,30.0,App,COD
O023667,2025-01-17,U1281,P0016,1,544.69,10.0,Web,Card
O023668,2024-10-13,U2805,P0569,2,1729.93,25.0,Mobile,Card
O023669,2025-03-16,U5368,P0263,2,509.08,20.0,Mobile,Wallet
O023670,2025-04-18,U4275,P0465,1,1785.72,0.0,Web,UPI
O023671,2024-06-17,U4662,P0945,2,2310.79,0.0,Web,COD
O023672,2023-12-19,U4432,P0423,1,2084.93,5.0,Web,COD
O023673,2023-08-28,U3703,P0646,4,628.68,15.0,Web,UPI
O023674,2024-05-27,U4387,P0644,3,1098.5,15.0,App,COD
O023675,2024-09-12,U5492,P0101,2,1595.27,25.0,Mobile,COD
O023676,2023-09-27,U3689,P0392,2,817.06,25.0,App,Card
O023677,2024-04-04,U4898,P0212,1,606.63,0.0,Mobile,COD
O023678,2024-05-05,U5961,P1391,2,880.49,0.0,Web,UPI
O023679,2024-08-24,U1646,P0128,4,1297.84,10.0,Web,UPI
O023680,2024-04-19,U1717,P0936,3,1476.03,25.0,Mobile,UPI
O023681,2025-01-18,U1731,P0363,1,883.85,0.0,Mobile,Wallet
O023682,2024-10-24,U1038,P0261,2,930.52,25.0,App,Card
O023683,2024-05-24,U1643,P1019,4,363.13,20.0,Mobile,UPI
O023684,2025-04-24,U4978,P1032,2,632.47,5.0,App,UPI
O023685,2023-12-28,U2286,P0677,1,822.57,10.0,Mobile,COD
O023686,2025-04-16,U2868,P0682,2,1414.12,30.0,Web,Card
O023687,2024-10-05,U3726,P0077,3,2433.44,0.0,Web,Wallet
O023688,2023-08-05,U4062,P1224,3,1082.52,40.0,Web,COD
O023689,2024-07-28,U5743,P1448,-1,1112.96,30.0,App,Card
O023690,2023-07-25,U1137,P0828,8,577.13,10.0,Mobile,Card
O023691,2025-04-10,U3543,P0990,3,368.86,40.0,App,Wallet
O023692,2024-04-16,U5562,P0525,1,1232.71,30.0,Web,UPI
O023693,2023-12-26,U3023,P0653,3,307.31,30.0,Mobile,Wallet
O023694,2024-07-26,U2716,P1292,-2,1154.44,5.0,Mobile,Wallet
O023695,2024-09-29,U2309,P1353,1,1400.29,40.0,Web,UPI
O023696,2024-12-28,U1895,P0342,1,1489.39,0.0,Web,Card
O023697,2024-08-03,U1227,P0144,2,220.31,30.0,Mobile,Wallet
O023698,2024-01-25,U5423,P0449,3,1190.02,40.0,Mobile,Wallet
O023699,2025-07-02,U1215,P0781,3,742.31,40.0,App,COD
O023700,2024-12-16,U5550,P0539,2,600.28,25.0,Web,Card
O023701,2024-12-07,U3319,P0146,1,1257.97,15.0,Web,UPI
O023702,2025-04-10,U4436,P1151,1,379.76,10.0,Web,UPI
O023703,2025-04-25,U5594,P0459,2,681.47,5.0,App,UPI
O023704,2023-10-11,U1276,P0945,1,679.63,30.0,App,UPI
O023705,2024-10-09,U5488,P1098,4,1595.75,15.0,Mobile,COD
O023706,2025-05-31,U4891,P0739,1,1334.0,25.0,Web,Wallet
O023707,2024-12-24,U2462,P0800,2,1621.57,15.0,Mobile,Card
O023708,2023-12-20,U2176,P0988,3,1022.35,30.0,App,COD
O023709,2024-07-21,U1999,P1112,-5,1160.67,0.0,Mobile,Card
O023710,2024-12-09,U4024,P0695,4,1259.06,30.0,App,Wallet
O023711,2025-01-06,U2433,P0529,3,1127.36,20.0,App,UPI
O023712,2024-10-14,U2444,P0786,1,,30.0,App,UPI
O023713,2024-07-11,U3144,P0481,3,269.34,40.0,Mobile,Wallet
O023714,2025-04-15,U4685,P0881,6,669.13,15.0,App,COD
O023715,2025-04-15,U2992,P0917,5,998.96,20.0,Mobile,UPI
O023716,2024-12-30,U2803,P0069,4,1440.79,20.0,Web,Card
O023717,2024-10-22,U3614,P0126,1,,30.0,App,COD
O023718,2024-03-15,U4655,P0438,3,1918.51,15.0,App,UPI
O023719,2024-02-13,U2177,P1269,1,,10.0,Web,Card
O023720,2025-01-24,U4040,P0683,2,,15.0,Web,COD
O023721,2023-09-11,U2771,P1020,2,852.02,5.0,App,COD
O023722,2025-01-05,U1797,P1364,4,769.02,40.0,App,Card
O023723,2024-05-18,U3309,P1210,3,1027.63,20.0,Mobile,Card
O023724,2025-03-23,U5955,P0220,1,660.35,25.0,App,Wallet
O023725,2024-05-20,U4930,P0111,3,,0.0,Mobile,Card
O023726,2023-10-10,U3905,P0118,3,1921.56,5.0,Web,UPI
O023727,2023-10-27,U4207,P0367,3,1373.03,5.0,Web,Wallet
O023728,2024-01-31,U3300,P0591,4,1253.14,5.0,App,UPI
O023729,2024-11-19,U5696,P0116,2,1754.16,0.0,App,Wallet
O023730,2025-06-19,U5842,P0573,3,1025.22,25.0,Mobile,Card
O023731,2024-05-30,U5152,P0952,1,1644.4,30.0,App,COD
O023732,2024-06-20,U5329,P0878,7,951.99,10.0,Mobile,Card
O023733,2025-06-03,U2162,P0408,2,312.27,40.0,Mobile,COD
O023734,2023-08-04,U2763,P0075,1,1287.1,25.0,App,UPI
O023735,2024-11-18,U1683,P0885,4,1862.34,20.0,Web,Card
O023736,2025-03-06,U1170,P0932,2,2174.9,5.0,Web,Card
O023737,2024-11-03,U3570,P0999,3,2250.95,5.0,App,Wallet
O023738,2024-05-02,U4761,P0439,2,2003.62,15.0,App,Wallet
O023739,2024-11-29,U4989,P1034,1,741.64,0.0,Web,Wallet
O023740,2025-02-15,U5725,P0263,1,685.13,15.0,App,UPI
O023741,2024-02-22,U3427,P0294,2,998.84,40.0,App,UPI
O023742,2023-11-21,U2700,P0112,4,1200.54,15.0,Mobile,COD
O023743,2023-12-18,U3621,UNKNOWN,2,826.77,0.0,App,Card
O023744,2024-11-17,U5268,P0224,1,1867.56,10.0,Mobile,Wallet
O023745,2025-04-03,U5550,P0422,2,236.54,25.0,Mobile,COD
O023746,2024-11-14,U3942,P0343,1,518.49,30.0,Mobile,UPI
O023747,2024-02-16,U4886,P0695,1,1643.59,15.0,Web,Wallet
O023748,2023-12-04,U3501,P0446,1,1861.82,5.0,Web,Card
O023749,2023-08-17,U4560,P0016,-4,1312.8,0.0,Web,Card
O023750,2023-09-12,U3707,P1480,3,1651.33,15.0,App,Card
O023751,2025-03-14,U1502,P0360,1,916.06,5.0,Mobile,Card
O023752,2024-08-30,U5917,P0010,1,553.63,0.0,App,COD
O023753,2024-11-11,U4786,P0037,1,551.27,10.0,Mobile,COD
O023754,2023-09-13,U3329,P1251,3,821.24,40.0,Web,COD
O023755,2023-09-29,U5347,P1136,4,978.55,0.0,Mobile,Card
O023756,2025-03-03,U3365,P0562,4,974.0,40.0,Web,Card
O023757,2023-11-23,U1806,P0272,1,1705.12,20.0,App,Card
O023758,2024-04-03,U2689,P0804,1,520.63,10.0,App,UPI
O023759,2023-12-25,U4545,P0922,1,1607.72,0.0,App,COD
O023760,2024-10-05,U1973,P1201,1,1005.37,15.0,Web,UPI
O023761,2024-02-25,U4677,P0879,2,1179.9,20.0,Web,Wallet
O023762,2025-05-08,U3999,P1202,1,1156.67,25.0,App,UPI
O023763,2025-03-03,U2792,P0412,2,298.32,25.0,Web,Wallet
O023764,2025-03-16,U1669,P1006,3,577.31,40.0,Web,UPI
O023765,2025-02-03,U4581,P0807,1,765.45,0.0,Web,UPI
O023766,2023-11-01,U2957,P1098,2,1090.72,30.0,Mobile,Wallet
O023767,2024-04-29,U4560,P0671,1,521.51,40.0,Web,UPI
O023768,2025-04-23,U3587,P1409,4,855.04,40.0,Web,Card
O023769,2023-10-16,U4262,P0728,4,1927.24,0.0,App,COD
O023770,2025-04-29,U4659,P1012,2,730.56,10.0,App,COD
O023771,2025-04-16,U5478,P0759,3,2095.08,15.0,Web,UPI
O023772,2025-06-25,U1844,UNKNOWN,2,2357.42,5.0,App,Wallet
O023773,2024-04-06,U4499,P0477,5,2130.64,0.0,Web,Card
O023774,2024-03-30,U1741,P1188,4,2131.82,0.0,Mobile,UPI
O023775,2024-01-20,U1394,P0640,1,1215.26,20.0,Mobile,Wallet
O023776,2025-01-04,U4622,P0655,5,1357.5,25.0,Mobile,COD
O023777,2024-03-15,U4918,P0237,4,331.44,5.0,App,COD
O023778,2023-10-24,U1599,P1200,1,1046.94,10.0,Web,COD
O023779,2023-12-12,U1167,P1335,3,1072.39,5.0,Web,UPI
O023780,2024-12-25,U3326,P1169,1,446.47,25.0,Mobile,UPI
O023781,2024-06-06,U3862,P1087,4,870.55,0.0,Mobile,COD
O023782,2025-03-29,U1077,P0310,2,2214.8,5.0,App,Card
O023783,2023-12-15,U1746,P1172,2,869.3,40.0,Mobile,Card
O023784,2023-12-20,U3655,P0780,2,,0.0,Web,Wallet
O023785,2025-05-06,U5203,P0011,5,1252.67,15.0,App,UPI
O023786,2023-10-02,U4838,P1362,3,644.34,0.0,App,UPI
O023787,2024-06-11,U2883,UNKNOWN,1,1453.75,30.0,App,COD
O023788,2024-10-23,U1490,P1467,5,2106.09,15.0,Mobile,Card
O023789,2023-11-19,U1982,P1205,1,573.25,25.0,App,Card
O023790,2025-04-13,U2117,P1385,2,1667.65,5.0,Web,Card
O023791,2025-04-17,U2380,P0086,3,233.99,25.0,Web,UPI
O023792,2024-06-13,U1764,P1118,2,1137.23,30.0,Web,UPI
O023793,2025-04-01,U1550,P0525,1,836.53,25.0,App,COD
O023794,2024-04-16,U1939,P0194,2,1561.61,10.0,App,COD
O023795,2025-02-17,U2584,P0870,3,1612.22,5.0,Mobile,Wallet
O023796,2025-01-27,U5377,P0687,3,1223.66,20.0,App,COD
O023797,2023-07-13,U4065,P1134,5,398.07,5.0,App,Card
O023798,2025-06-21,U4945,P0682,3,1268.59,5.0,Web,Wallet
O023799,2025-04-01,U3399,P0265,2,243.88,40.0,Web,COD
O023800,2023-08-17,U2071,P0329,2,2373.54,0.0,Web,Wallet
O023801,2024-09-01,U3279,P1275,2,536.35,0.0,Mobile,UPI
O023802,2024-07-04,U3975,P1473,2,375.59,10.0,App,Card
O023803,2025-06-12,U4684,P0812,1,1616.85,30.0,Web,Card
O023804,2025-06-23,U1302,P0956,2,1316.5,40.0,App,UPI
O023805,2024-06-29,U1084,P0974,1,1228.52,0.0,App,COD
O023806,2024-02-08,U1916,P0129,1,816.04,15.0,App,COD
O023807,2025-01-17,U2946,P0748,1,2083.09,,Mobile,Card
O023808,2025-04-25,U2580,P0385,1,1705.19,30.0,Mobile,Wallet
O023809,2024-10-09,U5232,P1268,1,626.32,20.0,App,UPI
O023810,2024-01-06,U4280,P0075,5,1296.3,0.0,Web,Card
O023811,2024-09-19,U5688,P1133,4,340.8,25.0,Web,Wallet
O023812,2024-06-01,U3268,P1339,1,1625.47,5.0,App,COD
O023813,2025-03-10,U1712,P1492,-2,873.28,15.0,Web,COD
O023814,2024-12-12,U5193,P0619,3,1194.27,25.0,Web,COD
O023815,2024-03-15,U3662,P0814,1,1730.16,0.0,Web,Card
O023816,2024-09-14,U5950,P0239,2,1790.28,20.0,Mobile,Card
O023817,2024-05-30,U1591,P0383,3,1666.66,0.0,App,UPI
O023818,2023-09-16,U5939,P0586,2,1544.19,30.0,Mobile,Card
O023819,2025-06-19,U2645,P0088,3,1597.82,0.0,App,Card
O023820,2025-04-12,U4099,P0002,1,1423.26,0.0,Mobile,Wallet
O023821,2025-07-02,U2606,P1430,1,1183.54,25.0,Web,COD
O023822,2023-07-14,U5242,UNKNOWN,1,1338.38,5.0,Mobile,Wallet
O023823,2025-04-04,U1844,P1028,2,1464.77,0.0,Mobile,Wallet
