return_id,user_id,sku_id,return_date,return_reason,product_condition,refund_amount
R10496,U2385,P1468,2024-07-25,Poor quality,Used,1381.54
R10497,U3616,P0388,2024-12-28,Missing parts,Opened,1424.13
R10498,U5310,P0168,2024-08-20,No longer needed,Used,621.46
R10499,U4085,P0997,2025-02-17,Damaged item,Used,1544.82
R10500,U3958,P0203,2025-04-21,No longer needed,New,1334.3
R10501,U1639,P0768,2024-11-27,Better price elsewhere,Opened,1242.16
R10502,U2909,P0447,2025-06-07,Unknown,New,2159.86
R10503,U1686,P0676,2025-04-26,Better price elsewhere,Defective,2285.86
R10504,U2356,P0203,2025-05-08,Damaged item,Used,389.07
R10505,U2091,P0274,2025-01-11,No longer needed,Used,1653.06
R10506,U2223,P0968,2024-11-13,No longer needed,Opened,944.17
R10507,U5375,P0856,2025-04-13,Wrong product,Used,2338.0
R10508,U5158,P0535,2025-03-29,Missing parts,Opened,457.75
R10509,U2662,P0324,2025-01-05,Poor quality,Used,645.09
R10510,U4704,P0341,2024-11-28,No longer needed,Opened,207.53
R10511,U1769,P1483,2024-09-30,Damaged item,Opened,108.93
R10512,U2909,P1245,2025-01-11,Damaged item,Opened,1172.75
R10513,U5429,P1172,2024-10-09,Poor quality,Used,1234.18
R10514,U2757,P0150,2025-02-10,Missing parts,New,1554.96
R10515,U5668,P0485,2024-11-20,No longer needed,New,1801.46
R10516,U3040,P0533,2025-05-30,Better price elsewhere,Used,1060.13
R10517,U1177,P0563,2024-07-22,Missing parts,Opened,2077.83
R10518,U1908,P1314,2025-02-17,Wrong product,New,2049.84
R10519,U3197,P1080,2024-09-10,Poor quality,New,692.85
R10520,U5397,P0792,2025-05-19,Better price elsewhere,Defective,566.76
R10521,U3191,P1022,2024-11-29,Poor quality,Used,677.71
R10522,U1719,P1475,2024-11-03,Better price elsewhere,Opened,1191.61
R10523,U4242,P0862,2024-08-21,Damaged item,New,918.58
R10524,U3120,P1169,2024-07-11,No longer needed,Defective,381.59
R10525,U2748,P0923,2025-05-26,Damaged item,Used,1277.35
R10526,U5042,P0362,2024-08-09,Wrong product,Defective,1498.59
R10527,U5119,P1445,2024-07-17,Missing parts,Used,2476.41
R10528,U1293,P1002,2025-04-26,Wrong product,New,131.96
R10529,U2575,P0058,2025-06-11,Missing parts,Defective,523.11
R10530,U5913,P1054,2025-02-03,Missing parts,Opened,1215.3
R10531,U2885,P1098,2025-02-14,Missing parts,New,2013.74
R10532,U3802,P1080,2025-07-04,Poor quality,Opened,1806.37
R10533,U5520,P1466,2025-04-01,Damaged item,New,1767.33
R10534,U5070,P0793,2024-10-11,Damaged item,New,1982.23
R10535,U5380,P0580,2025-05-20,Better price elsewhere,New,222.91
R10536,U5034,P1116,2025-06-19,Missing parts,New,1729.59
R10537,U2277,P1369,2024-11-28,Damaged item,New,1839.51
R10538,U1677,P1436,2025-03-09,Damaged item,Used,871.82
R10539,U1544,P1373,2025-01-22,Better price elsewhere,New,751.96
R10540,U1119,P1406,2024-08-25,Better price elsewhere,Opened,1120.28
R10541,U4574,P0372,2024-08-11,Damaged item,New,1880.09
R10542,U1144,P0382,2025-04-20,Missing parts,Used,391.74
R10543,U4596,P0910,2024-07-17,Wrong product,Opened,839.5
R10544,U3865,P0836,2024-08-06,Damaged item,Opened,1236.67
R10545,U4264,P0886,2024-11-11,No longer needed,Opened,473.37
R10546,U4219,P1485,2025-01-14,Poor quality,Defective,1980.66
R10547,U4951,P1199,2024-10-06,Wrong product,New,682.11
R10548,U1450,P0138,2024-10-09,No longer needed,Used,1850.64
R10549,U3408,P0738,2025-01-02,Poor quality,New,260.57
R10550,U5866,P0578,2025-05-22,Missing parts,Opened,2215.64
R10551,U3136,P0790,2024-12-10,Poor quality,Defective,1603.9
R10552,U3295,P0405,2025-03-31,Wrong product,New,1777.86
R10553,U1650,P1292,2025-01-18,Wrong product,Defective,439.06
R10554,U2914,P0417,2024-11-06,Poor quality,New,1409.77
R10555,U1725,P1498,2024-11-20,No longer needed,New,1785.15
R10556,U4770,P0261,2024-09-01,Missing parts,Defective,2215.67
R10557,U5822,P0861,2024-10-01,Damaged item,Used,1385.48
R10558,U5888,P1189,2025-06-24,Damaged item,Opened,2185.77
R10559,U1429,P0096,2024-12-06,Wrong product,Opened,522.87
R10560,U3071,P0143,2024-12-08,Damaged item,Used,671.14
R10561,U3619,P1122,2025-03-09,Poor quality,Opened,755.85
R10562,U5114,P1208,2025-01-10,Wrong product,Used,666.05
R10563,U2939,P0840,2025-06-07,No longer needed,Used,291.12
R10564,U1975,P0540,2025-02-16,Poor quality,Used,512.28
R10565,U4516,P0717,2024-10-27,Wrong product,New,1723.18
R10566,U1583,P0753,2024-11-22,Better price elsewhere,Defective,223.53
R10567,U1119,P1088,2024-10-07,Wrong product,Defective,314.35
R10568,U1904,P1311,2025-01-28,Poor quality,Defective,1215.0
R10569,U5310,P1063,2025-05-28,Wrong product,Opened,229.65
R10570,U3914,P0742,2024-08-02,Damaged item,Used,596.0
R10571,U1461,P0416,2025-03-04,Better price elsewhere,New,225.97
R10572,U5875,P0287,2025-03-07,Missing parts,Opened,133.77
R10573,U4091,P0812,2024-09-09,Damaged item,New,2382.55
R10574,U2335,P0022,2025-06-29,Damaged item,Defective,1746.06
R10575,U1001,P0065,2025-04-08,Better price elsewhere,Defective,1725.75
R10576,U3825,P0303,2024-08-06,Missing parts,Opened,1452.78
R10577,U5834,P0880,2025-06-07,Damaged item,New,696.38
R10579,U1493,P0432,2024-08-06,Better price elsewhere,Defective,650.66
R10580,U2788,P0755,2024-12-21,Missing parts,Opened,1643.42
R10581,U4806,P1058,2024-10-31,Missing parts,Defective,2033.12
R10583,UNKNOWN_USER,P0290,2024-11-03,No longer needed,Defective,1623.39
R10584,U4177,P0744,2025-01-26,Poor quality,Used,603.68
R10585,U4236,P0160,2024-09-29,Missing parts,New,292.89
R10586,U1342,P0725,2025-07-03,No longer needed,Defective,2432.71
R10587,U5423,P0313,2025-02-22,No longer needed,Defective,1244.86
R10588,U5983,P1189,2024-09-09,Poor quality,Used,568.14
R10589,U4654,P0013,2024-09-01,Missing parts,Defective,2089.27
R10590,U5146,P0980,2025-04-03,Missing parts,Opened,2353.58
R10591,U5063,P0523,2025-03-18,Poor quality,Opened,1219.2
R10592,U3773,P0737,2025-06-07,Damaged item,Defective,1917.66
R10593,U2949,P0284,2025-03-14,Better price elsewhere,Defective,384.53
R10594,U3687,P0032,2024-08-21,Poor quality,New,427.64
R10595,U2145,P1422,2025-04-27,Wrong product,Opened,1515.2
R10596,U2305,P0175,2024-12-07,Missing parts,New,225.94
R10597,U5911,P0646,2025-01-29,Poor quality,Used,130.67
R10598,U4698,P1354,2025-04-28,Missing parts,Used,1806.66
R10599,U2915,P0300,2024-08-28,Better price elsewhere,New,305.68
R10600,U3852,P0190,2024-08-05,Damaged item,Opened,1094.46
R10601,U4381,P0716,2025-05-13,Missing parts,New,2193.5
R10602,U3889,P0888,2024-09-14,Wrong product,Opened,1441.85
R10603,U1055,P0372,2024-10-05,Wrong product,Opened,1272.22
R10604,U1865,P1447,2024-10-23,Poor quality,New,1357.32
R10605,U1637,P1448,2024-09-11,Missing parts,Used,293.11
R10606,U2678,P0219,2024-08-06,Wrong product,Opened,327.34
R10607,U5336,P0418,2024-11-06,Wrong product,Used,1727.29
R10608,U5715,P0051,2024-09-05,Better price elsewhere,Used,1174.21
R10609,U4395,P0459,2024-07-29,Missing parts,Used,1390.25
R10610,U3437,P0421,2024-08-04,Poor quality,Used,1890.14
R10611,U2356,P0503,2024-12-14,Damaged item,Used,2070.81
R10612,U2995,P0025,2024-11-11,No longer needed,New,2084.33
R10613,U4618,P0383,2025-01-30,Wrong product,Opened,2282.89
R10614,U2247,P1472,2025-04-01,No longer needed,Defective,2214.35
R10615,U1944,P0113,2024-08-13,Damaged item,Defective,1211.09
R10616,U2597,P1429,2025-06-24,Better price elsewhere,New,808.29
R10618,U2625,P0895,2024-08-16,Wrong product,New,234.02
R10619,U5833,P0750,2025-04-10,Wrong product,Used,1636.43
R10620,U1798,P0965,2024-09-03,Better price elsewhere,Used,927.93
R10621,U1805,P0866,2024-08-18,Damaged item,New,195.46
R10622,U2553,P0758,2024-11-19,Poor quality,New,1310.41
R10623,U2332,P1326,2025-02-24,Damaged item,Used,2013.06
R10624,U5717,P0894,2025-03-03,No longer needed,Used,2469.52
R10625,U2584,P1016,2025-05-24,Wrong product,Opened,322.13
R10626,U2723,P1314,2024-10-17,Wrong product,New,299.49
R10627,U1546,P0857,2024-11-30,No longer needed,Opened,2102.87
R10628,U4775,P0912,2024-07-25,Damaged item,New,1300.15
R10629,U2087,P0707,2025-03-13,Missing parts,Opened,2471.12
R10630,U2244,P0376,2025-04-07,Better price elsewhere,Defective,2455.72
R10631,U1557,P0957,2024-08-18,Wrong product,Used,1206.22
R10632,U1155,P0498,2025-02-27,Better price elsewhere,Opened,1260.63
R10633,U1573,P0042,2025-03-22,Wrong product,Used,2234.25
R10634,U1982,P0642,2025-05-10,Missing parts,Defective,2250.13
R10635,U4817,P1036,2024-09-27,Damaged item,Opened,1552.65
R10636,U5513,P1041,2024-10-22,Damaged item,Used,1374.14
R10637,U1226,P0906,2024-10-20,Damaged item,Used,2376.0
R10638,U5671,P0804,2025-06-22,Damaged item,Opened,1448.34
R10639,U3942,P0968,2025-05-12,Better price elsewhere,Opened,793.53
R10640,U4134,P0829,2025-06-25,Damaged item,Used,1791.52
R10641,U1458,P0778,2024-12-04,Damaged item,New,1529.51
R10642,U4076,P1424,2024-09-28,Missing parts,Used,978.01
R10643,U2930,P1289,2025-02-13,Poor quality,Defective,1023.39
R10644,U4472,P0166,2024-08-06,Poor quality,Defective,122.43
R10645,U3597,P0810,2024-08-06,Missing parts,Defective,1175.41
R10646,U5415,P0176,2025-04-03,Better price elsewhere,Used,1466.71
R10647,U1751,P1004,2025-06-02,Missing parts,New,368.46
R10648,U1779,P0494,2025-03-06,Missing parts,Opened,2023.27
R10649,U4647,P0794,2024-08-22,Better price elsewhere,Used,2076.31
R10650,U2251,P0443,2025-06-16,Damaged item,Defective,958.8
R10651,U1037,P1136,2024-08-28,Better price elsewhere,New,388.68
R10652,U3505,P0045,2025-03-17,No longer needed,Defective,1339.32
R10653,U4124,P0174,2024-09-18,Wrong product,Opened,1131.47
R10654,U5856,P0251,2025-05-16,Poor quality,New,1295.4
R10655,U1141,P0638,2025-04-09,Poor quality,New,2220.91
R10656,U1576,P0774,2025-05-30,Poor quality,Used,659.88
R10657,U1013,P1490,2024-09-30,Better price elsewhere,Defective,756.86
R10658,U5558,P0110,2024-07-24,No longer needed,Used,1137.11
R10659,U5347,P1250,2024-08-03,Damaged item,Opened,1226.76
R10660,U4489,P1362,2025-05-04,Wrong product,New,2135.34
R10661,U1691,P0143,2024-09-29,Missing parts,Defective,1753.56
R10662,U2471,P1127,2025-02-11,Wrong product,Used,1063.85
R10663,U3268,P0531,2024-07-24,Better price elsewhere,Opened,1528.71
R10664,U5909,P0700,2024-10-31,Damaged item,Defective,554.46
R10665,U3357,P0187,2024-08-18,Better price elsewhere,Defective,636.41
R10666,U4011,P0894,2025-03-10,Unknown,Defective,776.89
R10667,U1995,P0621,2024-07-31,Missing parts,Opened,2087.92
R10668,U4623,P0808,2024-11-15,Wrong product,New,1952.63
R10669,U3097,P0352,2025-04-11,Better price elsewhere,Opened,779.07
R10670,U5396,P0439,2024-09-10,Better price elsewhere,New,2083.42
R10671,U4247,P0105,2024-07-22,Better price elsewhere,Used,350.61
R10672,U5062,P0976,2024-12-11,Poor quality,Used,2225.03
R10673,U1932,P0886,2025-01-22,Damaged item,Used,987.61
R10674,U3678,P0791,2024-11-02,Missing parts,Defective,833.67
R10675,U2552,P0070,2025-03-24,Better price elsewhere,Opened,313.7
R10676,U1010,P0486,2025-06-05,No longer needed,Used,1166.87
R10677,U2375,P0530,2025-03-07,Wrong product,New,2472.89
R10678,U4755,P0891,2025-02-17,Wrong product,New,131.12
R10679,U2736,P1055,2024-12-18,Missing parts,Used,1993.43
R10680,U4135,P1133,2024-07-21,Better price elsewhere,Used,1502.4
R10681,U3835,P0109,2025-05-09,Damaged item,Opened,2334.39
R10682,U3341,P0387,2024-09-29,Missing parts,New,1113.62
R10683,U5138,P0801,2025-04-26,No longer needed,Defective,1560.11
R10684,U1014,P0001,2025-03-19,Damaged item,New,1718.06
R10685,U5732,P0343,2024-09-14,No longer needed,Opened,558.99
R10686,U3440,P1482,2025-07-03,Wrong product,Defective,0.0
R10687,U2973,P0819,2024-12-05,Wrong product,Used,2044.74
R10688,U4522,P0650,2025-02-20,Missing parts,Used,2002.6
R10689,U3146,P0467,2024-11-12,Wrong product,Used,633.27
R10690,U2985,P0181,2025-06-08,No longer needed,Defective,2262.29
R10691,U4566,P0324,2024-08-04,No longer needed,Defective,2001.5
R10692,U3097,P0452,2024-11-03,Better price elsewhere,Opened,1676.98
R10693,U1425,P0251,2024-07-11,Damaged item,Used,2420.8
R10694,U4615,P1284,2025-02-15,Better price elsewhere,Used,1601.57
R10695,U4288,P1490,2024-12-26,Poor quality,Used,1881.35
R10696,U1120,P0511,2025-03-10,Missing parts,Defective,807.73
R10697,U5878,P0630,2024-09-02,Damaged item,Defective,1311.37
R10698,U3676,P0436,2024-11-01,No longer needed,Defective,594.2
R10699,U4901,P0427,2024-10-20,Missing parts,Opened,1931.21
R10700,U5592,P0675,2025-04-20,Wrong product,Defective,114.98
R10701,U5145,P0074,2025-02-07,Damaged item,Defective,950.93
R10702,U3531,P0899,2025-02-11,No longer needed,Defective,2204.52
R10703,U3073,P1277,2025-04-29,Wrong product,Defective,1557.31
R10704,U1040,P0980,2025-02-19,Poor quality,Defective,1449.72
R10705,U1763,P0348,2024-07-22,Damaged item,Opened,1967.47
R10706,U1939,P0537,2025-03-25,Wrong product,Defective,1986.78
R10707,U2262,P1106,2024-07-20,Wrong product,Opened,1999.95
R10708,U2140,P0672,2025-03-09,Better price elsewhere,Used,1920.04
R10709,U3831,P0417,2024-09-07,No longer needed,New,400.38
R10710,U2000,P0038,2024-10-21,Better price elsewhere,Used,1393.16
R10711,U5487,P0289,2024-09-08,Better price elsewhere,Defective,382.57
R10712,U2235,P0244,2024-08-15,Poor quality,Used,724.97
R10713,U5749,P0602,2025-04-17,No longer needed,Defective,1831.9
R10714,U2491,P1172,2025-04-18,Damaged item,Used,1696.83
R10715,U5670,P1317,2024-09-28,Better price elsewhere,Used,699.06
R10716,U2770,P0037,2024-11-14,Unknown,Used,625.68
R10717,U2719,P1267,2024-09-18,Better price elsewhere,Opened,1418.04
R10718,U3425,P1425,2025-01-29,Poor quality,New,810.29
R10719,U4230,P1192,2024-12-05,Wrong product,Defective,1600.19
R10720,U1307,P0045,2024-08-05,Wrong product,Used,2181.05
R10721,U2134,P0028,2025-03-07,Wrong product,Unknown,215.81
R10722,U3589,P1254,2024-09-18,Missing parts,Defective,1269.06
R10723,U4016,P0287,2024-11-22,Damaged item,Opened,1167.09
R10724,U3282,P0367,2024-12-29,No longer needed,Opened,1483.12
R10725,U4996,P1277,2024-12-05,Poor quality,New,929.45
R10726,U3817,P1491,2025-05-14,Better price elsewhere,Defective,1097.02
R10727,U2404,P0302,2024-10-25,Poor quality,New,557.47
R10728,U5586,P0803,2025-06-24,Damaged item,Defective,1422.57
R10729,U2400,P0006,2025-07-04,No longer needed,Opened,797.52
R10730,U5130,P1277,2025-07-03,Damaged item,Used,1857.68
R10731,U2266,P0024,2025-06-13,Poor quality,Used,168.44
R10732,U3789,P0550,2024-08-04,Wrong product,Used,1985.71
R10733,U2080,P0028,2025-04-07,Missing parts,New,1525.74
R10734,U1280,P1226,2025-01-05,Missing parts,Defective,1949.1
R10735,U1558,P0288,2024-12-15,Unknown,New,426.17
R10736,U1208,P1239,2024-09-29,Damaged item,New,293.6
R10737,U3841,P1177,2025-03-10,Better price elsewhere,Opened,2310.41
R10738,U1092,P0758,2025-02-19,Poor quality,Defective,1187.25
R10739,U4607,P1134,2024-10-27,Better price elsewhere,New,2425.78
R10740,U1662,P1250,2025-04-24,No longer needed,New,1573.76
R10741,U2370,P0845,2024-12-31,Better price elsewhere,New,440.34
R10742,U3184,P0215,2024-08-02,Poor quality,Opened,2296.95
R10743,U5957,P1382,2024-11-02,Missing parts,Used,503.24
R10744,U3434,P0397,2025-05-05,No longer needed,New,430.24
R10745,U3488,P1182,2024-08-31,Missing parts,Defective,1200.06
R10746,U3721,P0215,2024-07-16,Damaged item,New,1070.41
R10747,U4555,P1341,2025-04-18,Better price elsewhere,Opened,1299.55
R10748,U2027,P0694,2025-04-15,Damaged item,Defective,2307.93
R10749,U4325,P1211,2025-02-07,Poor quality,Opened,1315.56
R10750,U4912,P0393,2024-08-11,Damaged item,Defective,2393.2
R10751,U5019,P0416,2024-12-07,Missing parts,Used,200.24
R10752,U1341,P0008,2024-11-16,No longer needed,New,724.11
R10753,U1169,P0602,2024-11-20,Poor quality,New,648.13
R10754,U3338,P0795,2024-08-15,No longer needed,Defective,0.0
R10755,U3517,P0092,2025-05-15,Wrong product,Defective,2079.77
R10756,U4629,P0769,2025-05-16,Wrong product,New,201.39
R10757,U1394,P1417,2025-07-02,Wrong product,New,1425.82
R10758,U3438,P1482,2024-08-03,Poor quality,Used,1419.96
R10759,U3283,P0970,2024-07-14,No longer needed,Used,553.82
R10760,U3119,P0764,2025-02-21,Poor quality,New,847.53
R10761,U2094,P1485,2024-11-21,Better price elsewhere,Used,248.97
R10762,U2042,P0982,2024-07-26,Poor quality,New,0.0
R10763,U5463,P1396,2025-02-06,Wrong product,Defective,1323.05
R10764,U3187,P0418,2025-07-02,Missing parts,Defective,2162.57
R10765,U1769,P1050,2025-04-09,Damaged item,Defective,1631.17
R10766,U1645,P0527,2024-07-15,Damaged item,Opened,1990.91
R10767,U1765,P0742,2024-12-29,Wrong product,Opened,2400.18
R10768,U1999,P1162,2025-02-15,Poor quality,Opened,2124.82
R10769,U2010,P1088,2025-05-30,Damaged item,New,1049.26
R10770,U3178,P0404,2024-11-21,No longer needed,New,966.77
R10771,U2836,P1452,2025-04-15,Poor quality,Used,353.11
R10772,U1864,P1399,2025-03-08,Better price elsewhere,Opened,834.72
R10773,U1930,P1280,2024-08-12,Wrong product,New,683.01
R10774,U5701,P1027,2024-12-21,Wrong product,New,2373.52
R10775,U1904,P1279,2024-09-24,Damaged item,Used,711.56
R10776,U4447,P0686,2025-01-25,Better price elsewhere,Defective,864.19
R10777,U4304,P1184,2025-02-10,Better price elsewhere,Used,729.77
R10778,U1043,P1100,2025-01-04,Poor quality,Defective,2424.72
R10779,U3311,P1423,2025-05-18,No longer needed,Opened,2129.9
R10780,U5689,P0773,2024-08-29,Damaged item,Used,2012.15
R10781,U4244,P0956,2024-11-26,Poor quality,Defective,871.48
R10782,U3371,P1310,2025-05-10,Wrong product,Defective,336.36
R10783,U5478,P1353,2024-10-20,No longer needed,Opened,718.61
R10784,U2365,P1164,2024-09-28,Better price elsewhere,New,791.31
R10785,U3995,P1346,2025-01-08,Wrong product,Used,301.07
R10786,U2190,P0417,2024-10-09,Missing parts,Opened,146.3
R10787,U5536,P1309,2025-06-13,Damaged item,Used,300.56
R10788,U3004,P0328,2024-12-02,Poor quality,New,2084.27
R10789,U5373,P0423,2024-10-28,Missing parts,New,402.74
R10790,U4356,P0745,2025-03-05,Better price elsewhere,Opened,649.71
R10791,U4915,P0986,2025-04-09,Damaged item,Used,2340.87
R10792,U5173,P0176,2024-12-02,Better price elsewhere,Used,751.26
R10793,U1362,P0534,2024-12-24,Poor quality,Used,1410.59
R10794,U5868,P0791,2025-03-20,Wrong product,Opened,2007.62
R10795,U2335,P0346,2024-12-27,Missing parts,Defective,1447.0
R10796,U5316,P1460,2024-09-19,Poor quality,New,997.98
R10797,U2919,P1462,2024-08-15,No longer needed,Defective,142.59
R10798,U5982,P0151,2024-12-31,Damaged item,New,497.67
R10799,U2955,P0642,2024-08-02,Better price elsewhere,Defective,1325.73
R10800,U1837,P0151,2025-05-22,Poor quality,Defective,1552.35
R10801,U5588,P0977,2025-06-06,Missing parts,New,1570.27
R10802,U2141,P0767,2025-03-04,Damaged item,New,2259.66
R10803,U5504,P1434,2025-01-06,Poor quality,Opened,592.84
R10804,U1188,P0477,2025-03-06,Missing parts,New,137.3
R10805,U5961,P1485,2025-05-18,Missing parts,Used,2233.14
R10806,U1232,P0782,2025-02-26,No longer needed,Opened,327.33
R10807,U5829,P1048,2025-01-30,Damaged item,New,1394.05
R10808,U2258,P1431,2025-02-22,Better price elsewhere,Opened,490.75
R10809,U3708,P1055,2024-10-29,Better price elsewhere,New,1938.07
R10810,U5490,P0181,2024-10-20,Better price elsewhere,Used,1882.74
R10811,U4076,P0190,2024-12-02,Better price elsewhere,Opened,356.91
R10812,U4417,P0776,2024-12-14,Wrong product,Defective,2021.18
R10813,U2671,P0999,2025-05-29,Damaged item,Defective,2262.67
R10814,U5740,P0566,2025-04-28,No longer needed,Used,1896.16
R10815,U2143,P0206,2025-02-15,Poor quality,Defective,1587.21
R10816,U5462,P1033,2025-04-01,Better price elsewhere,New,2049.21
R10817,U5961,P0152,2025-01-03,No longer needed,Used,1861.69
R10818,U4630,P1075,2025-05-27,Missing parts,New,926.43
R10819,U5437,P1180,2025-04-30,Poor quality,New,1697.17
R10820,U3753,P1002,2024-09-27,Wrong product,Used,2063.96
R10821,U2573,P1127,2024-12-19,Damaged item,Used,384.92
R10822,U5220,P1397,2024-10-24,No longer needed,Defective,1664.97
R10823,U4409,P0869,2025-05-13,Better price elsewhere,New,814.89
R10824,U2043,P0891,2025-02-19,Wrong product,Defective,986.28
R10825,U2191,P0701,2024-07-19,Damaged item,Defective,2143.15
R10826,UNKNOWN_USER,P0164,2024-07-11,Wrong product,Used,1399.15
R10827,U2008,P1080,2024-10-18,Damaged item,Opened,571.99
R10828,U4140,P1424,2024-09-16,Damaged item,New,1382.8
R10829,U3578,P0297,2025-04-08,Missing parts,Used,1112.24
R10830,U2254,P0461,2024-10-25,Missing parts,Opened,581.57
R10831,U5418,P0413,2025-03-17,Poor quality,Used,1141.98
R10832,U4663,P1201,2025-05-18,Poor quality,Unknown,1773.57
R10833,U4254,P0817,2024-07-27,Damaged item,Defective,1933.15
R10834,U4837,P0024,2024-08-08,Damaged item,Opened,2088.38
R10835,U5777,P1070,2024-12-16,Wrong product,New,2301.9
R10836,U3815,P0946,2025-01-11,No longer needed,Opened,1883.6
R10837,U4735,P0831,2025-06-06,No longer needed,Used,912.76
R10838,U2665,P1493,2024-08-31,Damaged item,Opened,1396.76
R10839,U2082,P0985,2025-04-27,Missing parts,New,661.3
R10840,U5581,P0115,2025-03-26,No longer needed,New,650.84
R10841,U1830,P1297,2025-03-14,Better price elsewhere,Defective,890.87
R10842,U4685,P0313,2024-07-16,Better price elsewhere,Opened,1977.05
R10843,U2170,P0672,2025-03-01,Better price elsewhere,Defective,794.59
R10844,U5375,P0121,2024-10-19,Damaged item,Used,1206.35
R10845,U1802,P0063,2025-01-26,No longer needed,Used,277.11
R10846,U2479,P0757,2024-10-22,No longer needed,New,1987.89
R10847,U4490,P0129,2024-09-19,Wrong product,Defective,1526.44
R10848,U5924,P0483,2025-05-20,Poor quality,Used,2371.63
R10849,U4125,P0641,2025-02-01,Better price elsewhere,Unknown,881.37
R10850,U4630,P0035,2025-04-18,Better price elsewhere,Used,2473.51
R10851,U3658,P0325,2025-01-28,Damaged item,Defective,1628.33
R10852,U4354,P1265,2025-06-14,No longer needed,New,1047.88
R10853,U5357,P0110,2024-07-25,Poor quality,Used,798.47
R10854,U1205,P1212,2025-07-01,Missing parts,Used,167.04
R10855,U5398,P1106,2025-04-26,Wrong product,Used,2498.6
R10856,U4804,P0443,2025-07-07,Wrong product,New,2405.15
R10857,U2366,P0237,2024-11-01,Poor quality,New,1624.43
R10858,U3910,P0783,2024-10-16,Missing parts,Defective,2345.15
R10859,U1753,P1176,2025-05-26,No longer needed,New,701.57
R10860,U4478,P0396,2024-12-18,No longer needed,Defective,1223.38
R10861,U1125,P0151,2024-07-23,Damaged item,Used,940.82
R10862,U2859,P0306,2025-01-23,Better price elsewhere,Used,1801.4
R10863,U4985,P1056,2025-05-24,Better price elsewhere,New,1855.03
R10864,U3269,P0594,2025-06-12,Wrong product,Used,1214.48
R10865,U5735,P0074,2025-04-15,Poor quality,New,2051.77
R10866,U3523,P0074,2025-01-28,Wrong product,Opened,2267.49
R10867,U2179,P0026,2025-05-14,Missing parts,Defective,1437.09
R10868,U5422,P1037,2025-02-21,Poor quality,Used,1569.43
R10869,U1828,P0246,2025-04-12,No longer needed,Defective,2385.62
R10870,U4315,P0873,2024-08-19,Missing parts,Opened,1019.55
R10871,U2798,P1418,2024-11-14,Wrong product,Used,1252.24
R10872,U4363,P0243,2025-05-07,Wrong product,Opened,1928.21
R10873,U4978,P0317,2024-08-06,Wrong product,New,2229.69
R10874,U1246,P1117,2025-01-13,Wrong product,Defective,1691.28
R10875,U5305,P0616,2025-02-14,Missing parts,Used,724.41
R10876,U2784,P0270,2025-01-24,Missing parts,Defective,1406.87
R10877,U3276,P0184,2025-04-05,Better price elsewhere,Opened,893.41
R10878,U1788,P0268,2025-02-22,Damaged item,Opened,126.1
R10879,U4452,P0861,2024-11-04,Wrong product,Opened,2322.47
R10880,U3391,P0469,2024-12-21,Wrong product,Opened,1561.81
R10881,U1936,P0174,2024-12-17,Better price elsewhere,Opened,1671.08
R10882,U2199,P1451,2025-04-29,No longer needed,Opened,2487.83
R10883,U1261,P1343,2025-02-16,Poor quality,Defective,222.8
R10884,U3843,P0413,2024-12-21,No longer needed,Defective,925.16
R10885,U5543,P0623,2025-02-01,Better price elsewhere,Used,1375.08
R10886,U2338,P1146,2024-08-06,Missing parts,Defective,1647.94
R10887,U4304,P1005,2024-09-21,Missing parts,New,937.0
R10888,U1687,P0431,2025-05-25,Missing parts,Opened,1155.38
R10889,U4941,P1388,2025-01-08,Better price elsewhere,Defective,2207.53
R10890,U1328,P1168,2025-04-24,No longer needed,Defective,1136.86
R10891,U3851,P0167,2025-07-01,Missing parts,Opened,2392.0
R10892,U2985,P1135,2025-07-06,Better price elsewhere,New,671.32
R10893,U2732,P1160,2025-05-29,Better price elsewhere,New,401.52
R10894,U5343,P1434,2025-02-20,Missing parts,New,329.56
R10895,U2199,P0375,2025-03-18,Wrong product,Defective,1158.3
R10896,U3822,P1316,2024-09-29,Better price elsewhere,Defective,1177.28
R10897,U4337,P0655,2025-03-03,No longer needed,New,381.67
R10898,U5602,P0151,2024-11-25,Unknown,New,1033.86
R10899,U1843,P0457,2025-02-21,Wrong product,New,1757.88
R10900,U4142,P1450,2024-09-14,Better price elsewhere,Defective,661.63
R10901,U2107,P1392,2024-10-10,Poor quality,Used,1535.42
R10902,U2763,P0491,2024-09-08,Wrong product,Defective,1003.67
R10903,U2642,P0191,2024-11-07,Better price elsewhere,Defective,424.54
R10904,U1394,P0480,2025-05-16,Missing parts,Opened,1116.61
R10905,U3160,P0473,2024-08-19,Missing parts,Used,730.55
R10906,U5336,P0443,2025-06-20,No longer needed,Opened,237.41
R10907,UNKNOWN_USER,P1289,2025-04-13,Wrong product,Used,116.91
R10908,U4077,P0831,2025-03-22,Missing parts,Used,1089.08
R10909,U4842,P1401,2024-08-14,Wrong product,Defective,782.59
R10910,U5102,P0436,2025-06-24,No longer needed,Opened,594.2
R10911,U2386,P1239,2025-04-12,Better price elsewhere,Used,679.06
R10912,U2882,P0943,2024-09-17,Better price elsewhere,Defective,1073.76
R10913,U1430,P1359,2024-09-12,No longer needed,Used,2237.02
R10914,U5817,P1051,2024-10-08,Missing parts,New,327.7
R10915,U5313,P1143,2024-12-12,Damaged item,Defective,1989.05
